科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,住友不動産(株),東京都新宿区西新宿2-4-1新宿NSビル20F,428467591,
売掛金,(株)ひかり建設,神奈川県横浜市神奈川区鶴屋町3-33-8アサヒビルヂング11階,167059011,
売掛金,北関東ウイング(株),茨城県筑西市玉戸2941,158525696,
売掛金,(株)関西ウイング,大阪府大阪市中央区南船場4-11-28南船場ビル6F,147003173,
売掛金,広島建設(株),千葉県柏市豊四季167-11広島建設豊四季ビル2F,105316944,
売掛金,(株)アメニティジョイハウス,千葉県長生郡長柄町六地蔵685-1,77994080,
売掛金,大英産業(株),福岡県北九州市八幡西区下上津役4-1-36,76746719,
売掛金,(株)新昭和,千葉県君津市東坂田4-3-3,67988764,
売掛金,イトーピアホーム(株),東京都中央区日本橋2-1-10,65374315,
売用金,(株)木下工務店,東京都新宿区西新宿6-5-1アイランドタワー9階,57958765,
売掛金,デックス(株),神奈川県横浜市都筑区茅ヶ崎南2-23-14,51633550,
売掛金,スターツCAM(株),東京都江戸川区中葛西3-37-4スターツ葛西ビル,50440577,
売掛金,日本住宅ツーバイ(株),神奈川県大和市深見西3-2-30,49238978,
売掛金,不二建設(株),茨城県龍ケ崎市若柴町2240-797,45558700,
売掛金,(株)TAKIHOUSE,神奈川県川崎市多摩区宿河原2-26-1,41273100,
売掛金,(有)Base,神奈川県横浜市青葉区千草台47-34,36473795,
売掛金,(株)ビー・エム・シー,東京都千代田区一ツ橋1-1-1パレスサイドビルディング3F,34948743,
売掛金,(株)細田工務店,東京都杉並区阿佐谷南3-35-21,33974356,
売掛金,東建コーポレーション(株),愛知県名古屋市中区丸の内2-1-33東建本社丸の内ビル,33297715,
売掛金,(株)オオナリプランニング,神奈川県横浜市港北区鳥山町258パークサンド1階,31316249,
売掛金,(株)成建,神奈川県川崎市宮前区土橋2-6-17,31022963,
売掛金,和以美(株),東京都荒川区西日暮里5-14-3サンキエームビル6F,26195400,
売掛金,(株)タマック,神奈川県川崎市多摩区枡形2-6-11,25943114,
売掛金,トーヨーマテリア(株),東京都港区赤坂7-6-38,25754872,
売掛金,(株)アットナチュレ,埼玉県坂戸市山田町12-41階,24417028,
売掛金,(株)ハウゼ,神奈川県横浜市都筑区牛久保西2-1-30,23971615,
計,,,,
