"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)プロセス・ワン","大阪市平野区瓜破南2-4-133","8728763",""
"〃","(株)協和製作所","兵庫県加西市北条町古坂69-1","14968891",""
"〃","八鹿鉄工(株)","養父市八鹿町朝倉200","7304077",""
"〃","(株)日産ポンプ製作所","兵庫県豊岡市日高町芝宇野中353","7783062",""
"〃","ケイ・マック滋賀","滋賀県犬上郡豊郷町高野瀬181","15851000",""
"〃","ミサキ電機(株)","兵庫県洲本市五色町鮎原西110","2103152",""
"〃","板野機工(株)","岡山市北区今保108-3","1039269",""
"〃","ウエスト工業(株)","兵庫県多可郡多可町八千代区門田198-8","4143822",""
"〃","昭和電機(株)","","4321843",""
"〃","加藤金属興業(株)","大阪府大阪市中央区玉造28-10","3586339",""
"〃","極東産機(株)","たつの市龍野町日飼190","2316119",""
"〃","バンドー化学(株)","神戸市中央区港島南町4丁目6番6号","1098191",""
"〃","(有)丸高工業","大阪府寝屋川市萱島東3丁目30番6号","2972742",""
"〃","みのる産業(株)","","2387021",""
"〃","(株)岡崎製作所","神戸市西区室谷1丁目2-4","5045095",""
"〃","高谷工務店","","5005000",""
"〃","三ツ星ベルト工機(株)","","1926904",""
"〃","その他13件","","20303735",""
"","計","","110885025",""
"計","","","110885025",""
