"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","イヨテリー(株)","今治市別名194-11","7875462",""
"","犬飼タオル(株)","愛知県岩倉市大地町深田25","4350020",""
"","(株)長谷虎リネンサビス","東京都港区芝4丁目11-5田町ハラビル8階","2806276",""
"","(株)紫雲","香川県善通寺市金蔵寺町1192-1","762300",""
"","山甚物産(株)","大阪市中央区本町1丁目5-6","1068540",""
"","富士(株)","箕面市船場西3丁目1-13","402875",""
"","長谷虎紡績(株)","大阪市中央区高麗橋4丁目6-15","869000",""
"","神藤(株)","大阪府箕面市船場東1丁目10-46","633930",""
"","今治地域地場産業振興センター","今治市旭町2-3-5","452210",""
"","(有)今村","東京都墨田区4歳2丁目7-6","524095",""
"","(株)ウイスラーテック","","325380",""
"","朝倉プリント(株)","","217800",""
"","野村タオル(株)","","169862",""
"","新居田物産(株)","","106590",""
"","諸口","","79117",""
"計","","","20643457",""
