"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","コマツエンジン油機事業部","福島県郡山市待池台1-1","30640011",""
"〃","(株)エーエス","東京都墨田区堤通1-18-26","27344460",""
"〃","(株)インフィニットニシ","白山市旭丘3丁目14番地","20704541",""
"〃","(株)関ヶ原製作所","岐阜県不破郡関ヶ原町2067","19620849",""
"〃","ダイワ(株)","小松市今江町6-474","10499739",""
"〃","白山工業(株)","河北郡津幡町字浅田丙19","8632207",""
"〃","(株)前田製作所","長野市篠ノ井御弊川1095","7332185",""
"〃","(株)ネオックス","新潟県中魚沼郡津南町大字上郷子種新田150","5353373",""
"〃","(株)新東","茨城県常総市岡田573","2445233",""
"〃","(株)タガミイーエクス","能美市栗生町2-2","1810537",""
"〃","(株)ウェルテクノ","富山市興人町2-62","1775546",""
"〃","森康(株)","小松市光町89-2","1727449",""
"〃","宇野歯車工業(株)","福井市みのり1-7","1604856",""
"〃","高松機械工業(株)","白山市旭丘1丁目8番地","1479103",""
"〃","(株)日本製鋼所広島","広島市安芸区船越南1-6-1","1322640",""
"〃","イワフジ工業(株)","岩手県奥州市水沢区桜屋敷西5-1","1253800",""
"〃","光ビヨーラ工業(株)","大阪市西区九条南3-224","1154824",""
"〃","奥野工業(株)","愛知県刈谷市神田町1-45","918715",""
"〃","その他","","8857845",""
"計","","","154477913",""
"未収入金","(株)シマムラ","金沢市観音堂町口152","1990204",""
"〃","北陸電力","","359513",""
"〃","ダイドードリンコ北陸","","31075",""
"〃","(株)伊藤園","","8918",""
"計","","","2389710",""
"合計","","","156867623",""
