"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","広島県","0","29271920",""
"","深江産業(株)","広島県江田島市大柿町大字深江2153-1","18848720",""
"","(株)エヌ・ピー・ケイ中国","甘日市市串戸1丁目6-15","12823825",""
"","高陽建機(株)","福山市神辺町川北921","11495000",""
"","(株)ワキタ","大阪府大阪市西区江戸堀1丁目3-20","11060247",""
"","(株)ヤマトヤ","大阪府大阪市城東区諏訪3-14-3","10292178",""
"","(株)やまびこ","東京都青梅市今井3-8-3","10019465",""
"","萩森興産(株)","山口県宇部市大字沖宇部宇沖の山525-6","9624032",""
"","(株)シンテツ","広島県甘日市市木材港北5番20号","7040000",""
"","ダイキンHVACソリューション中四国(株)","大阪府大阪市北区梅田1-13-1","6631900",""
"","広島県警察本部長","広島県広島市中区基町9-42","5093000",""
"","みしお機工(株)","広島県廿日市市林が原1-12-5","4139630",""
"","(株)あき建機","広島県広島市安佐南区川内5丁目32-10","3763950",""
"","瀬川工業(株)","広島県広島市安佐南区相田1丁目1-40","3740000",""
"","(株)ジェットサービス","東京都江戸川区大杉1丁目16-1","3630000",""
"","医療法人社団初仁会桧田病院","広島市佐伯区五日市中央1-1-32","3575000",""
"","(有)可部組","広島県安芸郡府中町山田4丁目14-2","3557729",""
"","フルモト建機(株)","三原市宮浦町6丁目17-22","3384636",""
"","(株)ニシムラ","広島市佐伯区五日市町上小深川210-1","3209030",""
"","西尾レントオール(株)","岡山県岡山市中区長利183-1","2909995",""
"","積水ハウス不動産中国四国(株)","広島県広島市中区小町1-25","2904418",""
"","国土交通省浜田河川国道事務所","島根県浜田市相生町3973","2816000",""
"","日本生コン(株)","広島県三次市東酒屋町354-6","2805000",""
"","(株)カセイ","広島県山県郡北広島町大字新氏神25-2","2622620",""
"","(株)シンコウ","広島県呉市安浦町安登西6-5-11","2567961",""
"小計","","","177826256","①"
