"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"完成工事未収入金","南伊勢自然電力合同会社","東京都文京区本郷4-9-22","41250","A790500"
"完成工事未収入金","中国電力(株)","広島県広島市中区小町4-33","143827","A800300"
"完成工事未収入金","特定非営利活動法人姫路みたいフ","兵庫県揖保郡太子町立岡156-1","479655","A807001"
"完成工事未収入金","美樹工業(株)","兵庫県姫路市東延末2丁目50","28218","B800203"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","2585000","B800301"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1265000","B800302"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","935000","B800303"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1320000","B800304"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","49500000","B800308"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1430000","B800311"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1320000","B800315"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","49390000","B800320"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","3300000","B800321"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","2750000","B800322"
"完成工事未収入金","TC神鋼不動産建設(株)","兵庫県神戸市中央区脇浜町2-8-20","1100000","B800325"
"完成工事未収入金","TC神鋼不動産建設(株)","兵庫県神戸市中央区脇浜町2-8-20","935000","B800326"
"完成工事未収入金","TC神鋼不動産建設(株)","兵庫県神戸市中央区脇浜町2-8-20","1265000","B800327"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1265000","B800328"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","3410000","B800329"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","2530000","B800330"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","2860000","B800331"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1430000","B800332"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","1100000","B800333"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","5500000","B800334"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","528000","B800335"
"完成工事未収入金","(株)神戸製鋼所","兵庫県神戸市中央区脇浜海岸通二丁目2番4号","880000","B800336"
"計","","","",""
