"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)小林製作所","富士市水戸島2-1-1","836200",""
"〃","共栄部品","三島市梅名523-11","826875",""
"〃","MHIハセック(株)","香取市山之辺261","825000",""
"〃","寿産業(株)大阪営業所","吹田市垂水町3-34-15","748000",""
"〃","(株)新日南","横浜市都筑区川向町957-30","726000",""
"〃","(株)阪村機械製作所","京都府久世郡久遠山町下津屋富ノ城46","722700",""
"〃","アスカ工業(株)","厚木市上依知宇藤塚沖1273-3","715000",""
"〃","(株)川島製作所","成田市津富浦1006-14","657800",""
"〃","多摩川精機(株)","飯田市大休1879","648000",""
"〃","東洋工機(株)","浜松市北区三ケ日町日比沢552","642852",""
"〃","(株)フジハタ","沼津市東間門宇丸子西町243","583000",""
"〃","芝浦機械(株)調達部","沼津市大岡2068-3","578120",""
"〃","(株)島津エアロテック","京都市中京区西ノ京桑原町1","531278",""
"〃","神戸精機(有)","神戸市兵庫区兵庫町1-4-17","495000",""
"〃","東京阪村機械(株)","茨城県猿島郡五霞町元栗橋2300","475200",""
"〃","(株)島津デバイス製造","長野県飯田市時又250","462000",""
"〃","(株)富士ケンサウ","榛原郡吉田町神戸1437-7","453200",""
"〃","(株)カワグチキカイ","静岡市清水区草薙2150","437910",""
"〃","トランスケール","裾野市千福が丘2-2-10","420000",""
"〃","(株)ソミック石川","浜松市南区鶴見町1356","410000",""
"〃","(有)島村歯車製作所","沼津市足高396-51","396000",""
"〃","(株)特殊工機","横浜市鶴見区駒岡2-7-20","392040",""
"〃","東名技研(株)","小牧市上末字神田1060-2","389400",""
"〃","(有)泉商事","裾野市桃園27-2","377190",""
"〃","(株)京都製作所","京都市伏見区淀美豆町377-1","376200",""
"〃","志田紙工(株)","富士市今泉1789-1","335500",""
"計","","","",""
