"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"荷主貸","(株)きんでん中国支社岩国営業所","山口県岩国市装束町5丁目2-5","105600",""
"同上","琴龍建設(株)","山口県岩国市大字通津3741-5","70400",""
"同上","工藤産業(株)","福岡県北九州市八幡東区西本町1丁目5-11","6262300",""
"同上","(株)KUBOXT","広島県広島市西区草津港2丁目6-17","42900",""
"同上","(有)興運重機","山口県宇部市明神町1丁目1524-1","33000",""
"同上","(株)鴻池組広島支店","広島市中区八丁堀2-31広島鴻池ビル","5357259",""
"同上","(株)コウモト重機","広島市東区温品町519-1","1478400",""
"同上","(有)西京クレン","山口県山口市大内長野1174-2","26400",""
"同上","河崎運輸機工(株)宇部営業所","山口県宇部市妻崎開作1742-5","26400",""
"同上","サカネテクノ(株)","広島県大竹市北栄16-1","596200",""
"同上","佐藤工業(株)中国支店","広島県広島市中区大手町1-1-23","3960000",""
"同上","重安運送(株)","山口県新南陽市室尾1丁目11-1","52800",""
"同上","清水建設(株)広島支店","広島県広島市中区上八丁堀8-2","26421450",""
"同上","清水工業(株)加古川支店","兵庫県加古川市別府町西町53番","176000",""
"同上","翔運輸(株)沼津営業所","静岡県沼津市大岡西下耕地2775","132000",""
"同上","昭和アステック(株)岩国営業所","岩国市装束町5丁目7-10","272800",""
"同上","新光産業(株)","山口県宇部市大字際波1440","110000",""
"同上","(有)新港マリン","山口県岩国市新港町4丁目4-30","26400",""
"同上","末永レッカー(株)","大阪市住之江区南港東3-1-63","61600",""
"同上","(株)ネストハウス","山口県岩国市由宇町3915番地","385000",""
"同上","住友重機械工業(株)","東京都品川区大崎2丁目1-1","730400",""
"同上","(株)聖晃産業福岡営業所","福岡県朝倉郡筑前町四三嶋1041-1","66000",""
"同上","(株)西部","山口県岩国市錦見8丁目7-5","70400",""
"同上","大成建設(株)中国支店","広島市中区小町2-37海雲ビル","12389300",""
"同上","(株)槙建設","岡山県倉敷市松江1-8-13","44000",""
"同上","(株)高野クレーン工業","熊本県八代市港町67","6238100",""
"合計","","","",""
