"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","小原歯車工業(株)","埼玉県川口市仲町13-17","52800",""
"〃","天間特殊製紙(株)","富士市天間264","52800",""
"〃","栗田工業(株)","静岡市駿河区国吉田2-2-1","46728",""
"〃","松原鉄工所","富士市天間790-4","46200",""
"〃","(株)サノテック","富士市松岡315-1","44000",""
"〃","オーエス精密(有)","富士市島田町1-148","39600",""
"〃","(株)協和製作所","沼津市足高尾上396-39","36960",""
"〃","(株)トヨタ工業","沼津市石川621-2","36300",""
"〃","(株)福島鉄工所","富士市五貫島810","35200",""
"〃","杉山工機(株)","富士市厚原363-15","34400",""
"〃","(株)丸啓鉄工所","富士市松岡336","28050",""
"〃","(有)藤田鉄工所","富士宮市三園平539","26400",""
"〃","(株)三栄エンヂニアリング","御殿場市駒門工業団地1-58","24640",""
"〃","(株)長谷川鉄工所","富士市松岡307","17380",""
"〃","潤工業(株)","富士市御幸町4-20","15840",""
"〃","(有)栄和製作所","沼津市西沢田209","11220",""
"〃","(株)住吉屋近藤ネジ","沼津市小諏訪字奥内殿921","10560",""
"〃","(株)峠製作所","小田原市寿町4-2-2","10120",""
"〃","(株)サンイチ","富士宮市万野原新田4103-8","8360",""
"〃","(株)大石機械製作所","富士市横割6-14-1","7920",""
"〃","(株)サンアクト","沼津市大諏訪字上麦田624","7700",""
"〃","(有)タカムラ","沼津市足高尾上319-528","6600",""
"〃","橋本工業(有)","富士宮市万野原新田3241-1","6600",""
"〃","丸善工業(株)","三島市長伏155-8","6600",""
"〃","(有)谷沢機装","富士市久沢769-7","5280",""
"〃","","","4730",""
"計","","","",""
