"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","(株)エイチアンドエイ","東京都墨田区千歳1-4-8中島ビル","223740",""
"","(株)ディーノ","神奈川県鎌倉市雪ノ下1-6-29","207174",""
"","(株)エトワール海渡","東京都千代田区東神田1-13-3","187297",""
"","(株)ジェーソン","千葉県柏市大津ヶ丘2-8-5","183244",""
"","AIYOSHIPLNNING","大阪府東大阪市足代北2-8-15ダイチマンションランド希施406","175230",""
"","(株)オギノ","山梨県甲府市徳行1-2-18","166875",""
"","(株)京成ストア","千葉県市川市市川3-30-1","144606",""
"","(株)北海道三喜","北海道札幌市白石区栄通り20丁目12-20","139656",""
"","(株)テンズコーポレーション","熊本県荒尾市荒尾4186-29","100848",""
"","(株)アブアブ赤札堂","東京都台東区上野4-8-4","100000",""
"","その他20件","","651357",""
"小計","","","148177204",""
"未収入金","101HATCO.,LT","188/26-29charansanitowong.Rd,khwaengBangkok10700","529035",""
