"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)坂角総本舗","東海市荒尾町甚造15-1","7045289",""
"〃","(株)曙","中央区日本橋浜町3-25-25F","4019155",""
"〃","(株)パックタケヤマ","津島市蛭間町字桝田322-1","3863398",""
"〃","(株)夏目東京支社","渋谷区神宮町4-3-15-414","2135408",""
"〃","エフパック流通(有)","埼玉県入間市狭山台62","2052560",""
"〃","(株)青木屋","府中市南町6-12-1","1529217",""
"〃","(株)プライムステーション","新宿区愛住町19-16富士ビル4F","1295668",""
"〃","(有)紀の国屋","武蔵村山市三ツ藤1-93-2","1205374",""
"〃","(株)鯨岡","足立区千住桜木1-8-3","1116500",""
"〃","西久保製袋(株)","江東区常盤1-11-3","1102937",""
"〃","鯨岡産業(株)","江東区亀戸1-16-8","1092960",""
"〃","(株)正起屋","大阪府吹田市広芝町15-17","1084380",""
"〃","スーパーバック(株)","豊島区西池袋5-18-11","1056055",""
"〃","(株)ベルベ","中野区新井2-10-11ヤシマ1804ビル5F","1049884",""
"〃","(株)デンハム・ジャパン","目黒区青葉台1-15-1","1032570",""
"〃","桔梗屋紙商事(株)","横浜市金沢区幸浦2-23-8","1010635",""
"〃","(株)シュクレイ","横浜市金沢区福浦2-9-4","964920",""
"〃","(株)井上商店","文京区後楽2-3-28","958100",""
"〃","王子アドバ(株)","神奈川県座間市小松原1-36-5","891000",""
"〃","(株)タカヨシ","文京区湯島3-24-11-2F","875600",""
"〃","富士紙工(株)","荒川区東日暮里1-31-6","840356",""
"〃","(株)大須ういろ","名古屋市緑区清水山2-1619","829950",""
"〃","(株)銀座新之助","中央区銀座7-12-5","793049",""
"〃","ネクスタ(株)","福岡県糟屋郡久山町猪野884-1","731500",""
"〃","日本データ・サプライ(株)","豊島区巣鴨4-35-7","673750",""
"〃","(株)亀屋","川越市仲町4番地","672650",""
"計","","","",""
