"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"未収入金","自然電力(株)","東京都文京区本郷5-33-10いちご本郷ビル3F","2405566","出資金"
"未収入金","オフショアウインドファームコンス","東京都中央区八丁堀2丁目20-8八丁堀綜通ビル","600000","1-3月分兼務出向給与"
"未収入金","(株)コンサルタント関西","兵庫県姫路市広畑区吾妻町1丁目35-3","27417","3月分業務用携帯電話使用料"
"未収入金","(株)加藤工務店","兵庫県姫路市広畑区正門通3-6-2","22317","3月分事務所賃料他"
"未収入金","ネオス(株)","岡山県岡山市北区平田112-110","3300","自販機販売手数料3月分"
"未収入金","コカ・コーラボトラーズジャパン(株)","東京都港区赤坂九丁目7番1号","868","自販機販売手数料3月分"
"未収入金","(株)サプライ","岡山県岡山市北区東古松3丁目4-5","742034","3月分出向派遣費他"
"未収入金","高瀬建設(株)","岡山県真庭市惣32番地","13823","3月分業務用携帯電話使用料"
"未収入金","(株)吉田組船舶","兵庫県姫路市広畑区正門通3-6-2","437668","システム関連設備使用料戻入他"
"未収入金","YBS(株)","兵庫県姫路市広畑区正門通3-6-2","12911591","3月分出向派遣費他"
"未収入金","(株)関西コーヒー","姫路市大津区恵美酒町2丁目54番地","6068","自販機販売手数料1-3月分"
"未収入金","大和リビング(株)","東京都新宿区西新宿6-11-3","31338","クレールコート103退去精算"
"未収入金","大阪労働局","大阪市中央区大手前4-1-67大阪合同庁舎第2号館8～","249985","労災保険料メリット還付金"
"未収入金","積水ハウス不動産パートナーズ(炭","東京都渋谷区代々木2丁目1番1号","29040","3月分家賃共益費清算金"
"未収入金","セーフティージャパン・リスクマネ","大阪府大阪市西区江戸堀2丁目1-1江戸堀センタ","6380","住宅総合保険解約返金(小池ビ"
"未収入金","滋賀労働局","滋賀県大津市打出浜14番15号","558657","労災メリット還付金"
"未収入金","(株)ヒロテック","熊本県熊本市北区植木町植木495番地文具館ビル2階A","2944341","第34回出資金分(現金)"
"未収入金","三王商事(株)","兵庫県神戸市東灘区魚崎北町5丁目7-14","17000","敷金返金(西田駐車場)"
"未収入金","(株)神戸商工貿易センター","神戸市中央区浜辺通5-1-14","743623","退去時精算後敷金返還額"
"未収入金","シティネット(株)","兵庫県神戸市中央区加納町4-3-5三宮御幸ビル4F","102300","駐車場敷金返金"
"未収入金","(株)FIS","新宿区西新宿6-24-1西新宿三井ビルディング13階","17700","賃貸の保険返戻"
"未収入金","兵庫労働局","兵庫県神戸市中央区東川崎町1-1-3","614045","労災保険メリット還付金"
"未収入金","真庭アスコン","岡山県真庭市神庭86","1800000","協定給与戻入"
"未収入金","兵庫労働局","兵庫県神戸市中央区東川崎町1-1-3","54900","人材開発支援助成金"
"未収入金","埼玉労働局","さいたま市中央区新都心11-2ランド・アクシス・タ","288163","労災メリット還付金"
"未収入金","あすか少額短期保険(株)","東京都中野区新井1-8-8レオパレス中野ビル7F","2820","賃貸住宅保険返戻金"
"計","","","",""
