"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","フレクストロニクス・インターナショナル株式会社","茨城県築西市関館367-2","37677783",""
"〃","コトヒラ工業株式会社","長野県小県郡東部町滋野1320","23602759",""
"〃","ファナック株式会社","山梨県忍野村","12431485",""
"〃","株式会社アドバンテスト","東京都千代田区丸の内1-6-2(新丸の内センタービルディング)","11672304",""
"〃","岡本無線電機株式会社","大阪府大阪市浪速区日本橋4-8-4岡本無線電機本社ビル5F","8429850",""
"〃","ジェイビルジャパン株式会社","静岡県御殿場市駒門1-150","4493467",""
"〃","株式会社東陽テクニカ","東京都中央区八重洲1-1-6","1720591",""
"〃","株式会社ヤスヰ東京支店","東京都北区十条仲原3-14-2","1534049",""
"〃","株式会社小野測器","神奈川県横浜市港北区新横浜3-9-3","1495606",""
"〃","泉工医科工業株式会社","埼玉県春日部市浜川戸2-11-1","1356388",""
"〃","電気興業株式会社","栃木県鹿沼市さつき町13-4","962687",""
"〃","大成無線株式会社","東京都世田谷区大原1-51-2","900020",""
"〃","利根電資株式会社","埼玉県行田市長野2-30-22","707942",""
"〃","株式会社エーデイーシー","埼玉県比企郡滑川町都77-1","563915",""
"〃","(株)A&Dマニュファクチャリング","茨城県下妻市高道祖4210-15","533621",""
"〃","大和電器株式会社","東京都品川区小山3-2-14","483120",""
"〃","株式会社ニシヤマ","東京都大田区大森北4-11-11","391943",""
"〃","株式会社タイガーカワシマ","群馬県邑楽郡板倉町大字籾谷2876","369600",""
"〃","株式会社トラスト","東京都渋谷区初台1-45-6MGビル3F","281600",""
"〃","株式会社アドバンメカテック","埼玉県北埼玉郡大利根町新利根1-5","256895",""
"〃","株式会社エー・アンド・デイ","埼玉県北本市朝日1-243","158543",""
"〃","セイコータイムクリエーション株式会社","千葉県松戸市高塚新田563A棟2F","155100",""
"〃","(株)ダイチューテクノロジーズ","埼玉県羽生市弥勒704-4","118061",""
"〃","フジセン技工株式会社","栃木県足利市南大町400-6","114678",""
"〃","株式会社ロッキテクノロジー","秋田県秋田市仁井田宇古川向23-1","107800",""
"〃","制御機材株式会社","東京都新宿区西新宿1丁目26-2新宿野村ビル28階","88220",""
"計","","","",""
