"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)精器商会","名古屋市天白区中砂町202","53607683",""
"〃","旭工精(株)","大阪府東大阪市柏田西2-17-35","21919651",""
"〃","(株)永木精機","大阪府大東市太子田3丁目4番31号","1956042",""
"〃","(株)ISSリアライズ","愛知県名古屋市中村区名駅1丁目1番1号","607750",""
"〃","カタノ精工","交野市郡津2-44-4","412720",""
"〃","サンライズ工業(株)","兵庫県神崎郡市川町奥603番地","372900",""
"〃","(株)八伸工業","名古屋市天白区中砂町214","274546",""
"〃","三陽工業(株)","大阪府箕面市森町西3-2-45","148500",""
"","","売掛金計","79299792",""
"未収入金","奥村商店","大阪市東成区神路3-9-26","43348","切粉売却代金"
"","未収入金計","","43348",""
"計","","","",""
