"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","三菱電機ビルソリューションズ(株)","稲沢市菱町1","34833705",""
"〃","MITSUBISHIELEVATORASIACO.,LTD","700/86AMATACITYCHONBURIINDUSTRIALESTATE.,M006TambonDonHuaRoh,Amphur","8898291",""
"〃","東芝エレベーター(株)府中工場","東京都品川区北品川6-5-27","7959556",""
"〃","(株)オリエンタル工芸社","東京都大田区大森西7-2-5","7045896",""
"〃","(株)日立ビルシステム水戸工場","茨城県ひたちなか市市毛1070","5610055",""
"〃","中部抵抗器(株)","稲沢市北島町大門東37-1","4023987",""
"〃","ナカムラ電機(株)","東京都大田区西六郷2-4-14","3478750",""
"〃","リンタツ(株)本社","名古屋市中区橘一丁目28番9号","2915990",""
"〃","稲菱テクニカ(株)","稲沢市菱町1","2738868",""
"〃","井上金属(株)大阪支店","大阪府門真市三ツ島5-20-7","2248070",""
"〃","リンタツ(株)東京支店","東京都中央区新川2-6-16馬事畜産会館3F","1817860",""
"〃","リフトテック(株)","埼玉県さいたま市岩槻区城南2-1-67","1805023",""
"〃","(株)テクノアンカー","春日井市勝川町1-1-24","1685068",""
"〃","双葉ステンレス工業(株)","名古屋市中川区西中島2-918","1509695",""
"〃","小田鋼機(株)","大阪市福島区福島3-6-13","1465860",""
"〃","(株)内原電機製作所","茨城県東茨城群内原町小林1186","1438360",""
"〃","(株)メモクラフト","京都府亀岡市河原林町河原尻生善坊42-1","1179288",""
"〃","(株)島田電気製作所","東京都八王子市大和田町3-11-1","1084600",""
"〃","(株)白線社","京都府京都市伏見区深草六反田町4-11","884400",""
"〃","(株)メタルグランツ","東大阪市池島町8丁目12番22号","869396",""
"〃","日暮工業(株)","埼玉県北本市北中丸1-5","868120",""
"〃","ASCENSEVRSMITSUBISHIFRANCE","27RuedesHautesPatures,ImmeubleLeNarval,NanterreCedex,Francc","712210",""
"〃","三菱日立ホームエレベーター(株)","岐阜県美濃市楓台38美濃テクノパーク内","638550",""
"〃","阿波鋼業(株)","神奈川県横浜市都筑区茅ヶ崎東5-12-13","617100",""
"〃","昇正工業(株)","宮城県仙台市若林区石名坂25-1","600600",""
"〃","BX紅雲(株)","大山市字下舞台37-2","569954",""
