"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)青森グローバル産業","青森県西津軽郡深浦町大字大間越字筧46-4","2108116",""
"売掛金","(株)大塚","静岡県島田市阪本3272-2","5623",""
"売掛金","","","552112",""
"売掛金","(有)共栄産業","東京都町田市中町4-6-14","1063392",""
"売掛金","(株)氣工社","神奈川県藤沢市菖蒲沢15番地","3443000",""
"売掛金","(株)グラベルクリーン","岐阜県関市迫間1565-20","3312364",""
"売掛金","(株)栗本鐵工所","大阪市西区北堀江1-12-19","25770695",""
"売掛金","(株)高坂商会","長野県伊那市長谷黒河内2322-1","508200",""
"売掛金","SKマテリアル(株)","埼玉県狭山市入間川3-1-4狭山フロントさくら坂ビル3階","26846739",""
"売掛金","太平洋エンジニアリング(株)深谷支店営業部","埼玉県深谷市幡羅町1-11-2","8828588",""
"売掛金","大和機工(株)","愛知県大府市梶田町1-171","11550000",""
"売掛金","第一石産運輸(株)","埼玉県深谷市荒川35","55638",""
"売掛金","東北砕石(株)","山形県天童市東長岡4-2-17","1595000",""
"売掛金","(株)東海ジェネレーター","岐阜県寺田803-1","4840000",""
"売掛金","中井開発(株)","神奈川県足柄上郡中井町遠藤136番地","7414000",""
"売掛金","中三機械(株)","岩手県宮古市松山第6地割30-2","15000000",""
"売掛金","日軽興業(株)","千葉県船橋市湊町3-12-18","127050",""
"売掛金","東日本テクノ(株)","北海道札幌市中央区大通西9-3-33キタコーセンタービルディング9階","1098680",""
"売掛金","人の森(株)","神奈川県海老名市中新田1762","553036",""
"売掛金","(株)丸昌","大阪市天王寺区上本町4-2-22丸昌ビル1階","327408",""
"売掛金","(株)山ーエンジニアリング","東京都青梅市新町3-6-9","31240",""
"売掛金","(有)YKS","長野県伊那市荒井区上荒井4326-2","297000",""
"売掛金","和建機械産業(株)","福島県郡山市町東2-115","2376000",""
"合計","","","117703881",""
