"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","有限会社タマヤ","愛知郡東郷町兵庫2-1-2","2884592",""
"〃","チェストプレミックス株式会社","菊川市嶺田1336-34","1357128",""
"〃","テイボー株式会社","浜松市中区向宿36","5885888",""
"〃","有限会社名古屋ポリマー","豊明市栄町寺前57","2295800",""
"〃","株式会社服部商店","名古屋市中区丸の内2-18-1","13121933",""
"〃","ハビックス株式会社","岐阜市福光東3-5-7","1142600",""
"〃","浜資株式会社","浜松市中区助信町31-1","1875602",""
"〃","ハヤシ化成株式会社","名古屋市熱田区神宮2-11-25","3924405",""
"〃","株式会社樋江井商店","丹羽郡大口町豊田3-264","3077550",""
"〃","株式会社日野技研","和歌山市岩崎387","2882990",""
"〃","株式会社廣瀬商会","名古屋市中区栄5-23-20","8962033",""
"〃","有限会社マサミ工業","新潟市西区酒井砂山4-14-1","1051604",""
"〃","マルサワケミカル","清須市鍋片1-88-1","14256390",""
"〃","丸高資販株式会社","浜松市中区花川町1907","3203038",""
"〃","三谷興業株式会社","名古屋市中区錦1-8-8","2143152",""
"〃","有限会社みどり化学","名古屋市南区阿原町21","6553460",""
"〃","三晴工業有限会社","安城市字頭茶屋北裏14","1234527",""
"〃","睦物産株式会社","名古屋市中村区名駅5-23-5","4901255",""
"〃","村上化学株式会社","名古屋市中区栄2-4-1","1334341",""
"〃","有限会社ヨシダケミカル","名張市赤目町星川112","2256371",""
"〃","","その他","111953574",""
"計","","","310382252",""
"合計","","","310382252",""
