"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"未収入金","キューエス三条(株)","三条市川通中町484番地","50000","3月分事務委託料"
"〃","キューエス三条(株)","三条市川通中町484番地","14090","3月分光洋機械選別時高速代"
"〃","キューエス三条(株)","三条市川通中町484番地","146358","3月分自動外観検査装置IM-3100賃"
"〃","(株)IJTT(TDF(株))","横浜市神奈川区金港町1番地7横浜ダイヤビルディング","164947","長期滞留材引取分@142*1056kg"
"〃","(株)コーシン(アサヒ自販機)","石川県野々市市押野2-216","1378","3月分販売手数料"
"〃","(株)マルハコーポレーション","新潟市中央区南笹口1-2-16CDビル1F","242000","天蔵倉庫3月度賃貸料計上"
"〃","相場商事(株)","新潟県三条市矢田3203栄東部工業団地","81125","型材DMスクラップ代金@20*2550kg"
"〃","(株)神保鉄工所","新潟県長岡市浦214-15","15125","3月分精密転造盤賃料"
"〃","令和特殊鋼(株)","東京都中央区日本橋掘留町1-10-15JL日本橋ビル5階","4698","3月分金利"
"〃","富士機工(株)","","177395","生産打切補償費(賠償金)"
"","未収入金計","","1431217",""
"計","","","301674184",""
