"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)しまむら","埼玉県さいたま市大宮区北袋町1-602-1","17593704",""
"","三井物産アイ・ファッション(株)","東京都港区北青山3-6-2ヒューリック青山6F","10165340",""
"","(株)三喜","茨城県つくばみらい市小絹1429","8681329",""
"","(株)しまむら","埼玉県さいたま市北区宮原町2-19-4","8440223",""
"","合同会社西友","東京都北区赤羽2-1-1","8109068",""
"","(株)GーHOT","石川県加賀市片山津温泉乙64-30","7750534",""
"","イオン九州(株)","福岡市博多区博多駅前南2-9-11","7232961",""
"","(株)サンリブ","北九州市小倉南区上葛原2-14-1","6621499",""
"","(株)スタイングホールディングスプラザカンパニー","東京都新宿区北新宿2-21-1","5355790",""
"","(株)赤のれん","愛知県名古屋市南区明治1-421","4456485",""
"","(株)アミング","石川県金沢市元町2-9-25","4371972",""
"","(株)オンセンド","岐阜県美濃市2118-36","4041141",""
"","(株)フジ","愛媛県松山市宮西1-2-1","3740837",""
"","イオンリテール(株)","千葉県千葉市美浜区中瀬1-4","3146572",""
"","PORTSTYIE(株)","神戸市中央区江戸町100番地高砂ビル5階","3133746",""
"","(株)ワンズテラス","東京都中央区晴海1-8-10-25F","3015661",""
"","(株)ワールド","神戸市中央区港島中町6-8-1","2711027",""
"","(株)山新","茨城県水戸市酒門町上千東3234-1","2682460",""
"","コープ神戸","神戸市東灘区住吉本町1-3-19","2624750",""
"","(株)O1ympic","東京都国分寺市本町4-12-1","2481820",""
"","(株)ビスク","福岡市忠央区今泉1丁目16番20号HUSETb1dg","1933206",""
"","寺内(株)湯原","大阪市中央区南久宝寺町1-9-13","1792668",""
"","(株)平和堂","滋賀県彦根市小泉町31","1739835",""
"","snygg","福岡市中央区大名1-11-15","1715120",""
"","ブルーブルーエジャパン(株)","東京都渋谷区神山町11-9","1613568",""
"次葉計","","","23554923",""
"計","","","148706239",""
