"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","(株)システムジュウヨン","大阪市北区天神橋3-7-9山岡ビル","1603334",""
"","(株)ファミリージョイ","大阪市中央区久太郎町3-1-27","1371613",""
"","寺内(株)","大阪市中央区久太郎町1-9-20","1358236",""
"","丹羽(株)","愛知県蒲郡市拾石町見取1-6","1198984",""
"","(株)大西衣料","大阪市中央区久太郎町3-4-12","1123258",""
"","(株)フローラ企画","千葉県千葉市緑区あすみが丘5-10-9","1034849",""
"","山形屋商事(株)","鹿児島県鹿児島市卸本町5番地5","992827",""
"","IT'SDEMO((株)ワールド)","東京都港区青山2-6-21ワールド南青山ビル7F","923956",""
"","(株)ワッツ","東京都北区赤羽2-51-3NS3ビル4F","907599",""
"","(株)私の部屋リビング","東京都目黒区自由が丘1-24-17","890098",""
"","(株)イノブン","京都市山科区大宅御供田町130","858456",""
"","(株)フェールヴォワール","東京都中央区築地2-11-24第29興和ビル3F(株)サンマリノ内","839960",""
"","(株)さとら","福知山市上紺屋15番地","781160",""
"","(株)サンエー","沖縄県宜野湾市大山7-2-10","739068",""
"","(株)ユナイテッドアローズ","東京都港区赤坂8-1-19日本生命赤坂ビル9F","737324",""
"","(株)パーティーハウス","和歌山市中島185-3オークワ本社ビル内2F","731994",""
"","(株)イトウゴフク","岡山県岡山市南区千鳥町5-1-2F","690925",""
"","(株)アスティー原田","埼玉県北葛飾郡杉戸町深輪193-8","651475",""
"","(株)アスティー","広島県広島市西区商工センター2丁目5-1","503448",""
"","イズミヤ(株)","大阪市西成区花園南1-4-4","497022",""
"","丸太屋(株)","東京都中央区日本橋2-26-8","430827",""
"","(株)イズミ","広島県広島市南区京橋町2-22","381079",""
"","(株)ライフコーポレーション","大阪市淀川区西宮原2丁目2-22","358127",""
"","(株)タツミヤ","東京都八王子市暁町1-32-13","322330",""
"","(株)とらや","静岡県静岡市清水区長崎210-1","293707",""
"","河田製帽(株)","岐阜県岐阜市美園町2-1","283536",""
"","(株)オルウェイズ","兵庫県西宮市分銅町2-25","240669",""
