"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)ヤハタ","八尾市新家町3丁目51番地","837050",""
"売掛金","(株)MOGAMI","相模原市緑区橋本2-3-22","2530139",""
"売掛金","(株)IHIターボ","木曽郡大桑村須原1417","9735485",""
"売掛金","松本重工業(株)","広島県呉市広多賀谷1-6-1","2045186",""
"売掛金","トーヨーエイテック(株)","広島市南区宇品東5-3-38","16634101",""
"売掛金","シグマ(株)","呉市警固屋9-2-28","1098735",""
"売掛金","カワダ(株)","広島市南区堀越2丁目8番11号","542083",""
"売掛金","ダイハツ工業(株)","池田市ダイハツ町1-1","28112682",""
"売掛金","(株)ディーアクト","湖南市小砂町1番地7","2269327",""
"売掛金","明石機械工業(株)","加古郡稲美町印南2337","1016724",""
"売掛金","(株)FTS","豊田市鴻ノ巣町2丁目26番地","4314632",""
"売掛金","NIFAST","","183849228",""
"売掛金","豊詠精密工業","","34416796",""
"売掛金","テクノスR&Dタイランド","","1698060",""
"売掛金","TECHNOSTATES.A.DE.C.V.","","157281123",""
"売掛金","(有)山田製作所","横浜市保土ヶ谷区権太坂2-7-3","1784857",""
"売掛金","(有)秋間製作所","相模原市緑区橋本台1-28-7","503192",""
"売掛金","(株)福田工業","千葉市美浜区新港214","762616",""
"売掛金","(有)オーエヌ・プレス","横浜市都筑区池辺町3451","886764",""
"売掛金","(株)飯山製作所","比企郡ときがわ町大字玉川2146-7","900058",""
"売掛金","(有)サンコー","伊勢崎市間野各町3225","2042399",""
"売掛金","(有)相馬プレス工業","足利市久保田町540-1","955127",""
"売掛金","(有)深沢工業所","常陸太田市中染町3226","970351",""
"売掛金","インター精工(株)","日高市旭ケ丘竹の台635-1","8763345",""
"売掛金","(株)前田製作所","江戸川区中央2-9-18","7972883",""
"売掛金","共栄工業(有)","綾瀬市吉岡東4-4-37","643654",""
"計","","","",""
