"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","島岡建築","高岡郡四万十町平野669","3033375",""
"〃","式地建築","高知市塚ノ原54-7","3960",""
"〃","","","1596810",""
"〃","","","93227",""
"〃","","","35352",""
"〃","田中建築","高知市春野町森山15150","246395",""
"〃","竹崎工房","高岡郡津野町北川4187","75303",""
"〃","津野建設","須崎市大間本間19-1","3267",""
"〃","(有)遠山建具製作所","高知市仁井田4672","26400",""
"〃","(有)中平建設","須崎市山手町14-24","125973",""
"〃","","","-13745",""
"〃","(株)西工務店","土佐市市野々1596番地","236787",""
"〃","","","126358",""
"〃","西森工務店","高尾明郡津野町杉の川甲98-4","747472",""
"〃","","","128213",""
"〃","広瀬住宅サービス","土佐市家俊1094","23777",""
"〃","","","44502",""
"〃","松浦木材(株)","須崎市港町85","1210700",""
"〃","丸昌製材所","須崎市新町2-6-19","21384",""
"〃","","","-4129",""
"〃","","","941",""
"〃","","","-1905",""
"〃","山崎建具店","須崎市青木町3-12","50000",""
"〃","","","11161",""
"〃","吉村木材","須崎市港町83","20947",""
"〃","(株)リファインこうち","高知市青柳町25-3","6648",""
"計","","","",""
