"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","光洋機械工業(株)","奈良県磯城郡川西町結崎1610-7","70391431",""
"〃","図南鍛工(株)","神奈川県大和市柳橋5-12-30","38818122",""
"〃","(株)共栄鍛工所","新潟県三条市尾崎2781","28126210",""
"〃","(株)大村製作所","埼玉県東松山市下唐子1606","24487078",""
"〃","カスヤ精工(株)","千葉県袖ケ浦市長浦拓2号580-22","17445489",""
"〃","光和商事(株)","茨城県つくば市千現1-9-1","17290763",""
"〃","愛知製鋼(株)","東海市荒尾町ワノ割1","16359790",""
"〃","三菱重工メイキエンジン(株)","愛知県名古屋市中村区岩塚町高道1","16292523",""
"〃","(株)IJTT(TDF(株))","宮城県柴田郡村田町大字沼辺方作39","13828694",""
"〃","上越工業(株)","新潟県長岡市小国町桐沢55番地の1","8637072",""
"〃","クロスヘッド(有)","千葉県袖々浦市長浦拓2号580-22","7584148",""
"〃","三菱重工サーマルシステムズ(株)(冷熱)","愛知県清須市西枇杷島町旭3-1","4924634",""
"〃","(株)セイタン","新潟県南魚沼市二日町684-1","2127188",""
"〃","(株)小林工具製作所","三条市塚野目大月2217","1828500",""
"〃","(株)日立ハイテクノロジーズ","愛知県名古屋市中区錦2-13-19","1067194",""
"〃","富士機工(株)","静岡県湖西市鷲津3131","821733",""
"〃","諸口","","1774549",""
"","売掛金計","","271805118",""
"原材料売掛金","伊藤忠メタルズ","新潟市中央区東大通1-3-1","20755620",""
"〃","原田商店","三条市福島新田丁86-1","216089",""
"","原材料売掛金計","","20971709",""
"電子記録債権","上越工業(株)","新潟県長岡市小国町桐沢55番地の1","6893945",""
"〃","テイオフオー(株)","福島県西白河郡矢吹町西長峰550","572195",""
"","電子記録債権計","","7466140",""
"未収入金","第四北越銀行","","520681","4/16(6千万)9-2月支払分利子補給"
"〃","第四北越銀行","","13420","WFB-BIZ手数料戻3月末分"
"計","","","",""
