"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金中部支店","新三商事(株)","愛知県安城市藤井町東長先1","776424",""
"〃","(株)愛知宝商事","愛知県東海市荒尾町油田30-4カニエビル201号室","748332",""
"〃","イオンモール豊川防災センター","愛知県豊川市白鳥町兎足1-16イオンモール豊川内防災センター","712925",""
"〃","かりや愛知中央生活協同組合","愛知県刈谷市東陽町1-6","689040",""
"〃","スーパーサンシ(株)業者宅配","三重県四日市市河原田町1301","680526",""
"〃","(株)アイテックスクリーンモゾ","名古屋市中区錦町1-3-7SK名古屋ビル2F","636834",""
"〃","西山商事(株)","愛知県清須市西枇杷島町古城1-14-8","546546",""
"〃","カワボウ(株)SC営業本部","岐阜県岐阜市正木中1-2-1","537076",""
"〃","(株)トーカイ羽島","岐阜県羽島市正木町須賀赤松2627","526334",""
"〃","その他","","16418679",""
"計","","","37814114",""
