"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","西部徳山生コンクリート(株)","山口県周南市御影町1番1号","556028",""
"","中司興業(株)","防府市大字田島1800-8","541475",""
"","共同企業体下関アスコン","下関市長府扇町9-32","539000",""
"","長浜産業(株)","呉市阿賀中央7丁目7-2","536639",""
"","(有)広島建機サービス","三原市久井町莇原416","517000",""
"","協和鉱業(株)","広島市安佐北区可部南2丁目3番36号","515127",""
"","中国レミテック(株)","三次市吉舎町敷地1","514778",""
"","レント・サービス","山県郡北広島町寺原3331-1","504933",""
"","(有)クリエイティブジャパン","広島市安佐南区伴中央6丁目29番10号","491359",""
"","(株)丸共","広島市佐伯区五日市中央4丁目15-17","484000",""
"","(有)ヨシオカ商会","高知県高知市萩町","479512",""
"","(有)金本建築事務所","広島市安佐北区可部南2-3-33-1","473000",""
"","(株)藤原電化","広島市安佐南区安東3丁目7-12-3","460350",""
"","(株)ハイメック","広島市佐伯区湯来町伏谷643-4","459613",""
"","(株)横山電興","広島市安佐南区伴東2丁目30-7","456346",""
"","(株)アガ生コン","呉市吉浦新町2丁目1-7","455400",""
"","(株)イープ","広島市佐伯区五日市中央7丁目2-17","454847",""
"","","","438938",""
"","国土交通省山口河川国道事務所","山口県防府市国衙1丁目10-20","434500",""
"","アタッチメント(株)","山口県周南市夜市森田2512-3","431735",""
"","中国高圧コンクリート工業(株)","広島市中区小町4番33号中電ビル2号館","424160",""
"","(株)ヰセキ中四国","東広島市豊栄町乃美1157-1","423187",""
"","(株)マテリアル・サービス","安芸高田市吉田町吉田2782","422510",""
"","(有)中国エアネット","広島市安佐北区狩留家町2970-2","415580",""
"","共栄建機サービス(株)","広島市東区戸坂山根二丁目9-15","412739",""
"小計","","","11842756","⑤"
