"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","ヤンマーグローバルエキスパート(株)","大阪市北区茶屋町1-32","26751073",""
"〃","ニッタ化工品(株)","兵庫県加古郡稲美町六分1183","18948354",""
"〃","新明和工業(株)","宝塚市新明和町1-1","3414111",""
"〃","ユーハン工業(株)","福知山市天田夕陽が丘109-14","2437339",""
"〃","(株)東洋冷熱","浜津市西区馬郡町3762-43","2431000",""
"〃","島津プレシジョンテクノロジー(株)","大津市月輪1-8-1","2296155",""
"〃","ヤンマーエネルギーシステム他(株)","大阪市北区大淀中5-12","2155225",""
"〃","ミック工業(株)","堺市中区毛穴町102","1823464",""
"〃","日建ラス工業(株)","豊中市走井2-10-2","1713925",""
"〃","スーパー工業(株)他","摂津市鳥飼本町2-2-48他","7468848",""
"(小計)","","","69439494",""
"未収入金","ヤンマーグローバルエキスパート(株)","大阪市北区茶屋町1-32","51341184",""
"〃","島津プレシジョンテクノロジー(株)","大津市月輪1-8-1","7332198",""
"〃","ブリヂストンケービージー(株)","大阪市中央区備後町2-5-8","659417",""
"〃","ヤンマーエネルギーシネテム(株)","大阪市北区大淀中5-12","9916772",""
"〃","","","953297",""
"〃","ヤハタ","八尾市新家町3-51","1042800",""
"〃","商工中金","大阪市中央区南船場1-18-17","229990",""
"小計","","","71475658",""
"計","","","140915152",""
