"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","東洋水産(株)生産部","東京都港区港南2-13-40","46579406",""
"〃","ケイ低温フーズ(株)","兵庫県伊丹市北伊丹","6372000",""
"〃","(株)サンヨー堂東京第一支店","東京都墨田区","6041550",""
"〃","(株)瀬川勝雄商店","宮城県遠田郡","5136129",""
"〃","(株)日本アクセス郡山","福島県郡山市","4463489",""
"〃","(株)サンヨー堂大阪","大阪府守口市","4201315",""
"〃","(株)サンヨー堂関東甲信越","東京都墨田区錦糸1-5-14","4103971",""
"〃","(株)高野物産","東京都板橋区南町46-9","4081232",""
"〃","(株)ウエハラ","群馬県哀甘楽郡下仁田町","3459175",""
"〃","加藤産業(株)中部","愛知県一宮市","3240000",""
"〃","加藤産業(株)北海道","北海道北広島市北の里52-8","3240000",""
"〃","ジェイフード(株)","東京都品川区西五反田2-25-1","3140726",""
"〃","加藤産業(株)東北","宮城県仙台市宮城野区扇町3-4-37","3034800",""
"〃","(株)日洋","東京都新宿区","2973898",""
"〃","銀座ベルハウス(株)","埼玉県入間郡毛呂山町大谷木28-3","2874181",""
"〃","(株)トライアルカンパニー","福岡県福岡市東区","2570054",""
"〃","加藤産業(株)東関東","東京都足立区","2305152",""
"〃","一番食品(株)","福岡県飯塚市大字伊川1115","2204496",""
"〃","千代田水産(株)","東京都中央区築地","2126304",""
"〃","加藤産業(株)中四国","広島県広島市西区","2015280",""
"〃","国分(株)中部","愛知県名古屋市北区","1864825",""
"〃","日本アクセスセブン東京中央","埼玉県川口市領家5-3-1","1732104",""
"〃","国分(株)近畿","大阪府大阪市北区","1437873",""
"〃","国分(株)関信越","東京都荒川区東日暮里5-7-18","1414154",""
