"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","イオン琉球(株)","沖縄県島尻郡南風原町兼城514-1","395762158",""
"〃","金秀商事(株)","沖縄県中頭郡西原町小那覇1228","242526827",""
"〃","(株)サンエー","沖縄県宜野湾市大山7-2-10","164984731",""
"〃","(株)野嵩商会","沖縄県宜野湾市野嵩1-12-13","107900749",""
"〃","(株)ドン・キホーテ","沖縄県宜野湾市野嵩1-12-14","91442808",""
"〃","(有)仲松商事","沖縄県沖縄市越来1-11-15","12473722",""
"〃","(株)丸大","沖縄県島尻郡南風原町宮平251","11314673",""
"〃","(株)崎浜商店","沖縄県名護市大南4-11-13","11049724",""
"〃","JAおきなわ","沖縄県那覇市楚辺2-33-18","9976345",""
"〃","(株)沖縄物産企業連合","沖縄県那覇市金城3-8-11","8500705",""
"〃","(株)金城商事","沖縄県浦添市西洲2-8-2","8305319",""
"〃","沖縄工業商事(株)直送","沖縄県浦添市牧港4-14-17","7122228",""
"〃","(株)大亜","","5966902",""
"〃","沖縄工業商事(株)","","5833671",""
"〃","(株)リウボウストア首里りうぼう","沖縄県那覇市首里久場川2-122-1","5684372",""
"〃","全日本食品(株)沖縄事業所","沖縄県中頭郡西原町小那覇1179-1","5071930",""
"〃","丸政商事株式会社","","4693680",""
"〃","三井物産流通グループ株式会社","","3873573",""
"〃","プリマハム(株)フードサービス事業部","東京都品川区東品川4-12-2品川シーサイドウエストタワー8F","2914833",""
"〃","下地商事","宮古島市平良東仲宗根添1166-597","2724632",""
"〃","(有)サンマート喜名店","沖縄県読谷村喜名2224-3","2404353",""
"〃","トーホー九州本社","福岡県福岡市東区松島3-11-1","2162560",""
"〃","(株)ツルハ","北海道札幌市東区北24条東20丁目1-21","1977492",""
"〃","コープおきなわ","沖縄県浦添市西原1-2-1","993954",""
"〃","名嘉食品","沖縄県浦添市西洲2-10-6","961232",""
"〃","宮城ミート市場通り","","901627",""
"計","","","",""
