"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","盛虎ジャパン(株)((株)グランド技研)","沖縄県那覇市安謝2丁目4番7号","2975551",""
"売掛金","宮建装","沖縄県読谷村瀬名波193レジデンス瀬名波1","2929793",""
"売掛金","株式会社サンライト","沖縄県那覇市泉崎1-16-18","2905423",""
"売掛金","洋宮軽天","沖縄県中頭郡嘉手納町水釜369番地の5","2814620",""
"売掛金","那覇鋼材株式会社(中部支店)","沖縄県沖縄市知花2-16-1","2808471",""
"売掛金","(株)ミヤマ","埼玉県吉川市高富2-13-18","2769800",""
"売掛金","盛虎ジャパン(株)((株)ジーテックジャ","沖縄県那覇市安謝2丁目4番7号","2739792",""
"売掛金","株式会社多摩仮設販売","埼玉県入間市宮寺228-9","2693460",""
"売掛金","沖縄ピーシー株式会社","沖縄県沖縄市海邦町3-27","2679240",""
"売掛金","株式会社テクノリス","沖縄県中頭郡嘉手納町水釜六丁目1番1号","2662000",""
"売掛金","株式会社メイクマン(美浜店)","沖縄県北谷町美浜9","2661247",""
"売掛金","三和group株式会社","沖縄県糸満市字真壁8番1","2549100",""
"売掛金","メタルシステム(株)","茨城県稲敷市西代491","2516716",""
"売掛金","沖縄シャーリング株式会社","沖縄県浦添市勢理客4-21-12","2513357",""
"売掛金","プラン・ドゥ・ソイル株式会社(関","東京都墨田区亀沢1-26-4","2501400",""
"売掛金","デザインワークス株式会社","沖縄県宜野湾市上大謝名2-27-10","2498306",""
"売掛金","(株)国元商会","大阪府大阪市中央区高麗橋三丁目1番8号","2495845",""
"売掛金","合資会社新垣材木店(安慶田店)","沖縄県那覇市与儀2-1-19","2413944",""
"売掛金","株式会社一心堂","沖縄県浦添市仲西1-7-7","2412022",""
"売掛金","株式会社ウラン工商会","沖縄県浦添市伊祖3-14-18","2352149",""
"売掛金","有限会社砂川金物","宮古島市平良字西仲宗根前福1574-14","2341546",""
"売掛金","合同会社いつき金物","沖縄県うるま市昆布1121番5","2340940",""
"売掛金","(株)アート都市開発((株)ジオプラ","静岡県沼津市柳沢492番地","2304940",""
"売掛金","株式会社仲程内装設備","沖縄県宜野湾市真栄原1-14-18-102仲程マンション","2283705",""
"売掛金","有限会社真栄原建材","沖縄県宜野湾市真栄原3-6-3","2258387",""
"売掛金","(株)双葉","沖縄県うるま市みどり町4丁目7番17等1F","2247273",""
"計","","","",""
