"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","大倉工業(株)","丸亀市中津町1575","77717168",""
"〃","(株)レクザム","高松香南町池内958","54127604",""
"〃","三菱マテリアルトレーディング(株)","香川郡直島町3916番地1","27057565",""
"〃","(株)プレックス","高松市鶴市町949番地1","26366269",""
"〃","YKKAP(株)","綾歌郡宇多津町吉田4000番","19991156",""
"〃","オー・エル・エス(有)","丸亀市中津町1515","13897600",""
"〃","東亜機工(株)","三豊市豊中町上高野4158-1","13334789",""
"〃","四国鉄道機械(株)","仲多度郡多度津町西港町27","10212941",""
"〃","(株)東洋製作所","高松市香南町西庄2395-1","7454485",""
"〃","三菱ケミカル(株)","坂出市番の州町1番地三菱化学内","7185388",""
"〃","アオイ電子(株)本社","高松市香西南町455-1","4064267",""
"〃","帝國製薬(株)","東かがわ市三本松567","3299632",""
"〃","七王工業(株)","善通寺市金蔵寺町180","2028164",""
"〃","ユニ・チャーム(株)","観音寺市豊浜町和田浜1531-7","1931928",""
"〃","協和化学工業(株)","高松市屋島西町305","1522306",""
"〃","讃光工業(株)","さぬき市長尾西877","1413941",""
"〃","(株)日進機械","高松市一宮町744-1","1373546",""
"〃","(株)マキテック","仲多度郡まんのう町羽間2351-1","691700",""
"〃","その他諸口","","215978345",""
"計","","","489648794",""
"未収入金","(株)RYODEN","","2111780",""
"〃","コカ・コーラボトラーズ(株)","","6385",""
"計","","","2118165",""
