"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","鹿子酒類卸(株)","徳島県徳島市山城西4丁目33番地","13120138",""
"〃","(株)リカマンホールディングス","滋賀県長浜市五村193番地","7447436",""
"〃","(有)末光商店","愛媛県西予市宇和町卵之町4","1688295",""
"〃","(有)浅野酒店","愛媛県宇和島市保田甲960番地1","1126290",""
"〃","えひめ南農業協同組合","愛媛県宇和島市栄町港3丁目303番地","1092645",""
"〃","リカーショップたべ","高知県須崎市西崎町388","1086951",""
"〃","馨媛県酒造協同組合","愛媛県松山市道後湯之町10番7号","1011782",""
"〃","(株)かどや","愛媛県宇和島市錦町8-1","908985",""
"〃","スーパーハッピー栄町店","愛媛県宇和島市栄町港3-6-15","857609",""
"〃","第一商事(株)","愛媛県宇和島市中央町1丁目1-8","740417",""
"〃","(有)おざき酒店","愛媛県南宇和郡愛南町御荘平城3045番地","562873",""
"〃","たかむら酒の店","愛媛県宇和島市神田川原3区","542939",""
"〃","(有)ヤマグチ","愛媛県宇和島市吉田町東小路甲89-4","503121",""
"〃","その他230件","","12528125",""
"","売掛金計","","43217606",""
"未収入金","","","1050000",""
"〃","","","871387",""
"〃","アサヒビール(株)","東京都墨田区吾妻橋1丁目23-1","3954882","空瓶"
"〃","アサヒビール(株)","東京都墨田区吾妻橋1丁目23-1","442096","12～02月協力金"
"〃","アサヒビール(株)","東京都墨田区吾妻橋1丁目23-1","16944","ギフト券"
"〃","サントリー酒類(株)","東京都港区台場2-3-3","260452","空瓶"
"〃","(株)アキタ","愛媛県伊予郡松前町大字西古泉550番地3","303747","空瓶"
"〃","(株)アキタ","愛媛県伊予郡松前町大字西古泉550番地3","8568","ギフト券"
"〃","アサヒ飲料(株)","香川県高松市寿町2-1-1","79794","空瓶"
"〃","自鶴酒造(株)","兵庫県神戸市東灘区住吉南町4丁目5番5号","42460","割戻金2022.1～12月"
"〃","キリンビール(株)","東京都中央区新川2丁目10-1","180798","空瓶"
"計","","","",""
