"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","三菱重工メイキエンジン(株)(エンジンシステム)","名古屋市中村区岩塚町高道1","91861828",""
"〃","(株)ジェイテクト・マシンシステム[光洋機械]","大阪府八尾市南植松町2丁目34番地","80722673",""
"〃","図南鍛工(株)","神奈川県大和市柳橋5-12-30","47587852",""
"〃","(株)大村製作所","埼玉県東松山市下唐子1606","31813410",""
"〃","上越工業(株)","新潟県長岡市小国町桐沢55番地の1","19139565",""
"〃","(株)IJTT(TDF(株))","宮城県柴田郡村田町大字沼辺方作39","18691801",""
"〃","カスヤ精工(株)","千葉県袖ヶ浦市長浦拓2号580-22","17463084",""
"〃","光和商事(株)","茨城県つくば市千現1-9-1","16947320",""
"〃","(株)共栄鍛工所","三条市尾崎2781","15436226",""
"〃","愛知製鋼(株)","東海市荒尾町ワノ割1","9920819",""
"〃","クロスヘッド(有)","千葉県袖ヶ浦市長浦拓2号580-22","6772544",""
"〃","三菱重工サーマルシステムズ(株)(冷熱)","愛知県清須市西枇杷島町旭3-1","4929304",""
"〃","(株)日立ハイテク","東京都港区虎ノ門一丁目17番1号虎ノ門ヒルズビジネスタワー","4455864",""
"〃","(株)大栄鍛工所","新潟県三条市上保内甲739-1","3088746",""
"〃","(株)セイタン","新潟県南魚沼市二日町684-1","2252509",""
"〃","(株)小林工具製作所","三条市塚野目大月2217","2155516",""
"〃","(株)森井製作所","神奈川県相模原市中央区上溝2367-4","1772183",""
"〃","(株)愛光","埼玉県坂戸市千代田5-4-32「富士見工業団地内」","1113200",""
"〃","富士機工(株)","静岡県湖西市鷲津3131","826004",""
"〃","諸口","","920332",""
"","売掛金計","","377870780",""
"原材料売掛金","伊藤忠メタルズ","新潟市中央区東大通1-3-1","17225109",""
"〃","原田商店","三条市福島新田丁86-1","249612",""
"〃","(株)神保鉄工所","新潟県長岡市浦214-15","133596",""
"","原材料売掛金計","","17608317",""
"電子記録債権","上越工業(株)","新潟県長岡市小国町桐沢55番地の1","25596648",""
"計","","","",""
