"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","丸栄コンクリート工業(株)","岐阜県羽鳥市福寿町間島1518","24083201",""
"〃","藤村クレスト(株)","新潟県柏崎市栄町7-8","12992980",""
"〃","(株)井出建設","北杜市長坂町大八田6761-1","10605298",""
"〃","第一物産(株)","甲府市湯田1-15-15","9295099",""
"〃","日本道路(株)","東京都港区新橋1-6-5","7907680",""
"〃","(株)平誠工業","甲府市大里町3559-15","7102381",""
"〃","大成ロテック(株)","東京都新宿区西新宿8-17-1住友不動産新宿グランドタワー","6252781",""
"〃","鹿島道路(株)","東京都文京区後楽1-7-27","6021428",""
"〃","興建産業(株)","東京都府中市南町5-38-3","5984000",""
"〃","ソイル工業(株)","大阪府大阪市淀川区西中島6-9-27新大阪メイコービル303","5615390",""
"〃","(株)飯塚工業","笛吹市御坂町井之上1511","5475829",""
"〃","(株)フカサワ","北杜市須玉町藤田363-1","4990095",""
"〃","大成建設(株)","東京都新宿区西新宿1-25-1","4878880",""
"〃","(有)成工建設","韮崎市清哲町樋口620-1","4796044",""
"〃","(有)芙蓉建材開発","神奈川県相模原市中央区上溝1-6-27","4550260",""
"〃","山鉄興業(株)","南アルプス市藤田565","4415840",""
"〃","(有)斉藤コンクリート工業","南アルプス市鏡中条578-2","3740451",""
"〃","(株)Sakateo","富士川町青柳町3492","3702765",""
"〃","(株)角屋ハウジング","上野原市上野原26","3201675",""
"〃","中央コンクリート工業(株)","南アルプス市下今諏訪永光1479","2886730",""
"〃","(有)岸本興業","市川三郷町市川大門18-10","2384195",""
"〃","(有)八田コンクリート工業","南アルプス市榎原414","2046308",""
"〃","清水工機(株)","南アルプス市上今諏訪750","1952698",""
"〃","(株)関総","中央市臼井阿原320-1","1760990",""
