"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"本社売掛金","(有)池上精工所","東京都大田区西六郷2-14-9","3100969",""
"〃","(株)石野製作所","兵庫県加西市尾崎町325","913993",""
"〃","(株)和泉製作所","東京都墨田区東向島6-57-9","2055635",""
"〃","(有)井上製作所","東京都江戸川区篠崎町3-33-4","730345",""
"〃","(株)岩間電機製作所","愛知県名古屋市中川区福島3-16-5","5893316",""
"〃","(有)梅津製作所","東京都葛飾区西水元2-9-6","2076996",""
"〃","ウメトク(株)東海支店","静岡県掛川市杉谷南2-18-1","6285290",""
"〃","永和工業(株)","東京都港区芝3-30-1","820886",""
"〃","(株)荏原製作所","東京都大田区羽田旭町六郷2-18-1","10139799",""
"〃","岡田工業(株)","愛知県名古屋市南区塩屋町2-1","1842504",""
"〃","川上ハガネ(株)","大阪府東大阪市加納5-5-26","3956051",""
"〃","KAWAMOTOGEC(株)","愛知県名古屋市中区大須4-11-39","1253600",""
"〃","(株)景泉機器","神奈川県横浜市金沢区福浦1-4-4","1321773",""
"〃","原光精工(有)","神奈川県横浜市鶴見区市場下町4-17","940280",""
"〃","(株)佐々木鉄工所","神奈川県横浜市中区かもめ町28","703538",""
"〃","(株)真田","神奈川県藤沢市大庭8200","4466569",""
"〃","サンアルファー(株)","千葉県白井市名内342-3","1627527",""
"〃","サンコーエンジニアリンク(株)","神奈川県横浜市戸塚区俣野町534-1","924220",""
"〃","三相電機(株)","兵庫県姫路市青山北1-1-1","794734",""
"〃","サンヨー(株)","群馬県藤岡市立石1510","3014088",""
"〃","三和テッキ(株)","栃木県宇都宮市中岡本町2703","546700",""
"〃","(株)品川鍛造所","神奈川県川崎市川崎区扇町5-7","24006653",""
"〃","清水特殊鋼(株)","東京都港区芝4-10-4","1270611",""
"〃","湘南機械工業(株)","神奈川県藤沢市石川23-1","15543572",""
"〃","白鳥恵那愛知電機(株)","岐阜県恵那市飯地町1780","1672088",""
"〃","シンフォニアテクノロジー(株)","愛知県豊橋市三弥町字元屋敷150","12574551",""
"合計","","","",""
