"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)成建","川崎市宮前区土橋2-6-17","107032271",""
"〃","共同建工(株)","横浜市瀬谷区中央19-15","38665250",""
"〃","(株)成建オーダーハウス","川崎市宮前区小台2-6-6","14477202",""
"〃","吾妻建築店(株)","茨城県つくば市春日4-16-57番館201","4640000",""
"〃","(株)成建リフォーム","川崎市宮前区小台2-6-6","2638370",""
"〃","(株)NEXTDOOR","横浜市青葉区市ヶ尾町1175-24-104","2259279",""
"〃","足立建工","横浜市旭区上川井町875","2216640",""
"〃","(有)大銀","横浜市戸塚区上矢部町1931-21","1942723",""
"〃","(株)円谷建業","福島県西白河郡矢吹町明新下113","1790486",""
"〃","(株)オレンジボックス","相模原市中央区相模原4-5-2-1001","1500000",""
"〃","谷工務店","川崎市宮前区野川本町2-20-16-105","738412",""
"〃","成活ハウスサービス(株)","川崎市高津区久末84-10","572583",""
"〃","(株)和高建設","横浜市旭区白根6-36-11","552640",""
"〃","(株)OKUTSU技建","藤沢市土棚230-1J棟3","553366",""
"〃","(株)ピー・ファイブ","横浜市南区吉野町3-7-4","1","備忘価額"
"〃","その他","","2022149",""
"計","","","181601372",""
"合計","","","",""
