"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)秩父富士","埼玉県秩父市小鹿野町両神薄236-2","358218134",""
"","富士電機機器制御(株)","埼玉県鴻巣市南1-5-45","65873725",""
"","(株)やまびこ","青梅市末広町1-7-2","32865184",""
"","(株)根上産業","埼玉県川越市的場1510-1","19634878",""
"","金邦化成(株)","山梨県南都留郡富士河口湖町河口577-1","16676462",""
"","桐里工業(株)","埼玉県大里郡寄居町用土5543","14465949",""
"","大日商事(株)","東京都港区芝浦4-15-33(芝浦清水ビル)","9086000",""
"","(株)テージーケー","八王子市椚田町1211-4","7559200",""
"","hakkai(株)","新潟県南魚沼市九日町2845","7551500",""
"","日本合材(株)","大田区南馬込1-52-10","6658778",""
"","(株)郷製作所","神奈川県横藩士都筑区早渕3-30-30","6448595",""
"","かんき(株)","品川区東五反田1丁目11-9","6311426",""
"","日本GT(株)","目黒区目黒本町3-12-15","5887024",""
"","行田電線(株)","大阪市城東区古市1-2-11","5450698",""
"","(有)大村製作所","山梨県甲州市塩山上井尻942","5332413",""
"","大生産業(株)","東京都台東区台東4-6-5御徒町グリーンプラザ401号","5070341",""
"","サトーパーツ(株)","東京都千代田区外神田3-3-8秋葉原ビル","4833235",""
"","(株)長瀬","埼玉県新座市大和田3-4-16","4196412",""
"","平田精工ジャパン(株)","埼玉県坂戸市小山57-3","4173406",""
"","(株)福島明工社","福島県須賀川市大久保字北田164","4019303",""
"","(株)原田製作所","埼玉県八潮市2-1122","3442120",""
"","(株)エンテック","新潟県燕市大関字東川根375-1","3255560",""
"","東洋樹脂(株)","埼玉県比企郡ときがわ町玉川42","2956110",""
"","川井成型(有)","千葉県茂原市本納3210-19","2895189",""
"小計","","","602861642",""
