ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description,conf_registration_number,conf_calculation_name,conf_partner_name,conf_partner_location,conf_balance,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_calculation_name,coord_y_calculation_name,coord_h_calculation_name,coord_w_calculation_name,coord_x_partner_name,coord_y_partner_name,coord_h_partner_name,coord_w_partner_name,coord_x_partner_location,coord_y_partner_location,coord_h_partner_location,coord_w_partner_location,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_description,coord_y_description,coord_h_description,coord_w_description,insertdatetime,updatedatetime,updateuser
20250722152600010,1,1,001,000002,202507,,,売掛金,売掛金,秋山興業(株),秋山興業(株),札幌市中央区北1条東13丁目1,札幌市中央区北1条東13丁目1,,,,,3274,,,,396,396,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,2,001,000002,202507,,,,,,,売掛金計,売掛金計,,,,,,,,,172471230,172471230,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,3,001,000002,202507,,,電子記録債権,電子記録債権,渡辺パイプ(株)札幌西住設,渡辺パイプ(株)札幌西住設,札幌市西区西野6条9丁目1-1,札幌市西区西野6条9丁目1-1,,,,,3275,,,,49531328,49531328,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,4,001,000002,202507,,,電子記録債権,電子記録債権,(株)札幌山水,(株)札幌山水,札幌市西区八軒9条西5丁目2-12,札幌市西区八軒9条西5丁目2-12,,,,,3136,,,,5562247,5562247,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,5,001,000002,202507,,,電子記録債権,電子記録債権,(株)丹波屋,(株)丹波屋,札幌市白石区菊水元町9条2丁目3-13,札幌市白石区菊水元町9条2丁目3-13,,,,,3135,,,,3943705,3943705,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,6,001,000002,202507,,,電子記録債権,電子記録債権,潮産業(株),潮産業(株),札幌市中央区南7条西16丁目1-20,札幌市中央区南7条西16丁目1-20,,,,,3276,,,,2711808,2711808,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,7,001,000002,202507,,,電子記録債権,電子記録債権,北日本産商(株),北日本産商(株),札幌市東区東雁来4条1丁目1-40,札幌市東区東雁来4条1丁目1-40,,,,,3134,,,,2391576,2391576,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,8,001,000002,202507,,,電子記録債権,電子記録債権,(株)サンユー,(株)サンユー,札幌市北区北9条西3丁目10-1,札幌市北区北9条西3丁目10-1,,,,,3193,,,,2031961,2031961,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,9,001,000002,202507,,,電子記録債権,電子記録債権,(株)村田塗料店,(株)村田塗料店,札幌市北区新川西2条1丁目1-14,札幌市北区新川西2条1丁目1-14,,,,,3174,,,,701813,701813,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,10,001,000002,202507,,,電子記録債権,電子記録債権,(株)ヤマチコーポレーション,(株)ヤマチコーポレーション,札幌市中央区北1条西10丁目1-17,札幌市中央区北1条西10丁目1-17,,,,,3226,,,,625582,625582,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,11,001,000002,202507,,,電子記録債権,電子記録債権,(株)カンエツ札幌営業所,(株)カンエツ札幌営業所,石狩市新港西1丁目717-3,石狩市新港西1丁目717-3,,,,,3277,,,,187000,187000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,12,001,000002,202507,,,電子記録債権,電子記録債権,橋本総業(株),橋本総業(株),札幌市白石区中央3条3丁目1-1,札幌市白石区中央3条3丁目1-1,,,,,3228,,,,141777,141777,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,13,001,000002,202507,,,電子記録債権,電子記録債権,(株)ニヘイ,(株)ニヘイ,札幌市西区宮の沢1条1丁目1-30,札幌市西区宮の沢1条1丁目1-30,,,,,3159,,,,133122,133122,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,14,001,000002,202507,,,,,,,電子記録債権計,電子記録債権計,,,,,,,,,67961919,67961919,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,15,001,000002,202507,,,未収入金,未収入金,アイカ工業(株),アイカ工業(株),札幌市白石区東札幌3条1丁目2-22,札幌市白石区東札幌3条1丁目2-22,,,,,3278,,,,1931518,1931518,リベート,リベート,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,16,001,000002,202507,,,未収入金,未収入金,高島(株),高島(株),札幌市中央区北1条西4丁目1-2,札幌市中央区北1条西4丁目1-2,,,,,3279,,,,158775,158775,リベート,リベート,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,17,001,000002,202507,,,未収入金,未収入金,SMB建材(株),SMB建材(株),札幌市中央区大通西8-2,札幌市中央区大通西8-2,,,,,3280,,,,115776,115776,リベート,リベート,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,18,001,000002,202507,,,,,,,未収入金計,未収入金計,,,,,,,,,2206069,2206069,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
