ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description,conf_registration_number,conf_calculation_name,conf_partner_name,conf_partner_location,conf_balance,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_calculation_name,coord_y_calculation_name,coord_h_calculation_name,coord_w_calculation_name,coord_x_partner_name,coord_y_partner_name,coord_h_partner_name,coord_w_partner_name,coord_x_partner_location,coord_y_partner_location,coord_h_partner_location,coord_w_partner_location,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_description,coord_y_description,coord_h_description,coord_w_description,insertdatetime,updatedatetime,updateuser
20250722150400010,1,1,001,000002,202507,,,売掛金,売掛金,(株)竹生家具興業,(株)竹生家具興業,札幌市東区東雁来町376-2,札幌市東区東雁来町376-2,,,,,3170,,,,632832,632832,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,2,001,000002,202507,,,売掛金,売掛金,(有)今家具製作所,(有)今家具製作所,札幌市東区北46条東16丁目1-30,札幌市東区北46条東16丁目1-30,,,,,3171,,,,585119,585119,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,3,001,000002,202507,,,売掛金,売掛金,(株)エルム電気商会,(株)エルム電気商会,札幌市白石区中央3条3丁目97,札幌市白石区中央3条3丁目97,,,,,3172,,,,576492,576492,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,4,001,000002,202507,,,売掛金,売掛金,(株)ユニバーサルホーム,(株)ユニバーサルホーム,札幌市豊平区豊平1条10丁目,札幌市豊平区豊平1条10丁目,,,,,3173,,,,574936,574936,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,5,001,000002,202507,,,売掛金,売掛金,(株)村田塗料店,(株)村田塗料店,札幌市北区新川西2条1丁目1-14,札幌市北区新川西2条1丁目1-14,,,,,3174,,,,557249,557249,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,6,001,000002,202507,,,売掛金,売掛金,三洋工業(株)北海道支店,三洋工業(株)北海道支店,札幌市白石区米里3条2丁目7-1,札幌市白石区米里3条2丁目7-1,,,,,3175,,,,529474,529474,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,7,001,000002,202507,,,売掛金,売掛金,(株)奥野工務店,(株)奥野工務店,札幌市白石区本通8丁目北6-7,札幌市白石区本通8丁目北6-7,,,,,3176,,,,528601,528601,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,8,001,000002,202507,,,売掛金,売掛金,(株)キムラ,(株)キムラ,札幌市東区北6条東4丁目1-7,札幌市東区北6条東4丁目1-7,,,,,3177,,,,527591,527591,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,9,001,000002,202507,,,売掛金,売掛金,(株)旭川プレカットセンター,(株)旭川プレカットセンター,上川郡東川町北町7丁目11-1,上川郡東川町北町7丁目11-1,,,,,3178,,,,506000,506000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400010,1,10,001,000002,202507,,,売掛金,売掛金,(株)高橋建設,(株)高橋建設,札幌市北区北23条西3丁目1-10,札幌市北区北23条西3丁目1-10,,,,,3179,,,,500990,500990,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
