ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description,conf_registration_number,conf_calculation_name,conf_partner_name,conf_partner_location,conf_balance,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_calculation_name,coord_y_calculation_name,coord_h_calculation_name,coord_w_calculation_name,coord_x_partner_name,coord_y_partner_name,coord_h_partner_name,coord_w_partner_name,coord_x_partner_location,coord_y_partner_location,coord_h_partner_location,coord_w_partner_location,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_description,coord_y_description,coord_h_description,coord_w_description,insertdatetime,updatedatetime,updateuser
20250722152600010,1,1,001,000002,202507,,,売掛金,売掛金,(株)エーステック,(株)エーステック,江別市元野幌1146-4,江別市元野幌1146-4,,,,,3144,,,,1726560,1726560,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,2,001,000002,202507,,,売掛金,売掛金,(株)ハウジング高橋,(株)ハウジング高橋,札幌市白石区菊水元町2条5丁目3-21,札幌市白石区菊水元町2条5丁目3-21,,,,,3145,,,,1718275,1718275,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,3,001,000002,202507,,,売掛金,売掛金,札幌軸受工具(株),札幌軸受工具(株),札幌市東区伏古4条2丁目1-2,札幌市東区伏古4条2丁目1-2,,,,,3146,,,,1709797,1709797,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,4,001,000002,202507,,,売掛金,売掛金,(株)三五工務店,(株)三五工務店,札幌市北区北34条西10丁目6-21,札幌市北区北34条西10丁目6-21,,,,,3147,,,,1466898,1466898,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,5,001,000002,202507,,,売掛金,売掛金,R&Iカンパニーリミテッド(株),R&Iカンパニーリミテッド(株),札幌市中央区南20条西8丁目2-24,札幌市中央区南20条西8丁目2-24,,,,,3148,,,,1430823,1430823,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,6,001,000002,202507,,,売掛金,売掛金,エスビーエス(株),エスビーエス(株),千葉県柏市西原2-4-1,千葉県柏市西原2-4-1,,,,,3149,,,,1383456,1383456,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,7,001,000002,202507,,,売掛金,売掛金,(株)マツウラ,(株)マツウラ,札幌市白石区菊水9条4丁目3-22,札幌市白石区菊水9条4丁目3-22,,,,,3150,,,,1309117,1309117,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,8,001,000002,202507,,,売掛金,売掛金,ホクセイ商事(株),ホクセイ商事(株),千歳市北斗6丁目6-13,千歳市北斗6丁目6-13,,,,,3151,,,,1302516,1302516,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,9,001,000002,202507,,,売掛金,売掛金,(株)ウッディークラフト,(株)ウッディークラフト,釧路郡釧路町曙1丁目2-10,釧路郡釧路町曙1丁目2-10,,,,,3152,,,,1206172,1206172,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722152600010,1,10,001,000002,202507,,,売掛金,売掛金,おうちライフ(株),おうちライフ(株),札幌市東区伏古12条2丁目14-30,札幌市東区伏古12条2丁目14-30,,,,,3153,,,,1178421,1178421,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
