ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135200010,1,1,001,000002,202507,,売掛金,売掛金,(有)エムファイブ,(有)エムファイブ,札幌市東区伏古8条3丁目8-27,札幌市東区伏古8条3丁目8-27,,,,,3222,,,,134244,134244,,
20250722135200010,1,2,001,000002,202507,,売掛金,売掛金,(株)山田四郎松商店,(株)山田四郎松商店,旭川市曙1条1丁目2-8,旭川市曙1条1丁目2-8,,,,,3223,,,,131967,131967,,
20250722135200010,1,3,001,000002,202507,,売掛金,売掛金,(有)金野木材店,(有)金野木材店,札幌市豊平区豊平5条10丁目2-12,札幌市豊平区豊平5条10丁目2-12,,,,,3224,,,,127160,127160,,
20250722135200010,1,4,001,000002,202507,,売掛金,売掛金,北海道アサヒ販売(株),北海道アサヒ販売(株),札幌市豊平区中の島1条7丁目10-20,札幌市豊平区中の島1条7丁目10-20,,,,,3225,,,,126687,126687,,
20250722135200010,1,5,001,000002,202507,,売掛金,売掛金,(株)ヤマチコーポレーション,(株)ヤマチコーポレーション,札幌市中央区北1条西10丁目1-17,札幌市中央区北1条西10丁目1-17,,,,,3226,,,,122469,122469,,
20250722135200010,1,6,001,000002,202507,,売掛金,売掛金,(有)杉澤金物,(有)杉澤金物,札幌市東区北36条東6丁目1-7,札幌市東区北36条東6丁目1-7,,,,,3227,,,,113806,113806,,
20250722135200010,1,7,001,000002,202507,,売掛金,売掛金,橋本総業(株),橋本総業(株),札幌市白石区中央3条3丁目1-1,札幌市白石区中央3条3丁目1-1,,,,,3228,,,,96635,96635,,
20250722135200010,1,8,001,000002,202507,,売掛金,売掛金,富士化学工業(株),富士化学工業(株),札幌市白石区菊水9条4丁目2-30,札幌市白石区菊水9条4丁目2-30,,,,,3229,,,,94952,94952,,
20250722135200010,1,9,001,000002,202507,,売掛金,売掛金,イワタニセントラル北海道(株),イワタニセントラル北海道(株),札幌市白石区中央1条4丁目3-76,札幌市白石区中央1条4丁目3-76,,,,,3230,,,,90043,90043,,
20250722135200010,1,10,001,000002,202507,,売掛金,売掛金,(有)拓商,(有)拓商,札幌市北区拓北1条3丁目3-23,札幌市北区拓北1条3丁目3-23,,,,,3231,,,,87723,87723,,
20250722135200010,1,11,001,000002,202507,,売掛金,売掛金,フラット合成(株),フラット合成(株),札幌市東区東雁来6条2丁目5-25,札幌市東区東雁来6条2丁目5-25,,,,,3232,,,,87549,87549,,
20250722135200010,1,12,001,000002,202507,,売掛金,売掛金,(有)松橋金物,(有)松橋金物,札幌市北区新琴似7条10丁目3-16,札幌市北区新琴似7条10丁目3-16,,,,,3233,,,,85470,85470,,
20250722135200010,1,13,001,000002,202507,,売掛金,売掛金,(有)アクトトーヨー住器,(有)アクトトーヨー住器,江別市東野幌213-8,江別市東野幌213-8,,,,,3234,,,,77220,77220,,
20250722135200010,1,14,001,000002,202507,,売掛金,売掛金,アフターマーケット(株),アフターマーケット(株),札幌市白石区東米里2124-118,札幌市白石区東米里2124-118,,,,,3235,,,,73786,73786,,
20250722135200010,1,15,001,000002,202507,,売掛金,売掛金,(株)近藤組,(株)近藤組,札幌市中央区南25条西13丁目1-31,札幌市中央区南25条西13丁目1-31,,,,,3236,,,,73145,73145,,
20250722135200010,1,16,001,000002,202507,,売掛金,売掛金,北海道車体(株),北海道車体(株),北広島市大曲工業団地2丁目7-3,北広島市大曲工業団地2丁目7-3,,,,,3237,,,,72930,72930,,
20250722135200010,1,17,001,000002,202507,,売掛金,売掛金,長谷川建設(株),長谷川建設(株),石狩市当別町対雁3-11,石狩市当別町対雁3-11,,,,,3238,,,,71730,71730,,
20250722135200010,1,18,001,000002,202507,,売掛金,売掛金,北欧建築,北欧建築,札幌市豊平区西岡5条12丁目11-11,札幌市豊平区西岡5条12丁目11-11,,,,,3239,,,,71643,71643,,
20250722135200010,1,19,001,000002,202507,,売掛金,売掛金,(株)ブルケン東日本,(株)ブルケン東日本,札幌市白石区流通センター4丁目1-25,札幌市白石区流通センター4丁目1-25,,,,,3240,,,,67991,67991,,
20250722135200010,1,20,001,000002,202507,,売掛金,売掛金,マグ・イゾベール(株),マグ・イゾベール(株),札幌市西区発寒15条12丁目2-25,札幌市西区発寒15条12丁目2-25,,,,,3241,,,,54450,54450,,
