ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135200020,1,1,001,000003,202507,,売掛金,売掛金,(有)リバブルホームサービス,(有)リバブルホームサービス,江別市文京台南町24-4,江別市文京台南町24-4,,,,,3304,,,,38060,38060,,
20250722135200020,1,2,001,000003,202507,,売掛金,売掛金,館銘木(株),館銘木(株),札幌市白石区川下1179-3,札幌市白石区川下1179-3,,,,,3305,,,,35024,35024,,
20250722135200020,1,3,001,000003,202507,,売掛金,売掛金,(有)エムファイブ,(有)エムファイブ,札幌市東区伏古8条3丁目8-27,札幌市東区伏古8条3丁目8-27,,,,,3222,,,,33770,33770,,
20250722135200020,1,4,001,000003,202507,,売掛金,売掛金,(株)イチムラ,(株)イチムラ,札幌市清田区真栄648-5,札幌市清田区真栄648-5,,,,,3154,,,,29005,29005,,
20250722135200020,1,5,001,000003,202507,,売掛金,売掛金,(株)三浦建設,(株)三浦建設,江別市角山427番地4,江別市角山427番地4,,,,,3306,,,,25190,25190,,
20250722135200020,1,6,001,000003,202507,,売掛金,売掛金,(有)坂庄建設,(有)坂庄建設,札幌市豊平区西岡5条11丁目17-25,札幌市豊平区西岡5条11丁目17-25,,,,,3307,,,,22729,22729,,
20250722135200020,1,7,001,000003,202507,,売掛金,売掛金,(有)車体工房札幌,(有)車体工房札幌,札幌市白石区東米里2028,札幌市白石区東米里2028,,,,,3264,,,,19822,19822,,
20250722135200020,1,8,001,000003,202507,,売掛金,売掛金,おうちライフ(株),おうちライフ(株),札幌市東区伏古12条2丁目14-30,札幌市東区伏古12条2丁目14-30,,,,,3153,,,,19232,19232,,
20250722135200020,1,9,001,000003,202507,,売掛金,売掛金,寿建設(株),寿建設(株),札幌市手稲区前田13条10丁目5-23,札幌市手稲区前田13条10丁目5-23,,,,,3189,,,,16720,16720,,
20250722135200020,1,10,001,000003,202507,,売掛金,売掛金,三栄住宅流通(株),三栄住宅流通(株),札幌市豊平区平岸4条9丁目15-15,札幌市豊平区平岸4条9丁目15-15,,,,,3271,,,,14850,14850,,
20250722135200020,1,11,001,000003,202507,,売掛金,売掛金,(有)アクトトーヨー住器,(有)アクトトーヨー住器,江別市東野幌213-8,江別市東野幌213-8,,,,,3234,,,,14696,14696,,
20250722135200020,1,12,001,000003,202507,,売掛金,売掛金,(株)札商管材公社,(株)札商管材公社,札幌市豊平区豊平1条3丁目1-14,札幌市豊平区豊平1条3丁目1-14,,,,,3262,,,,9108,9108,,
20250722135200020,1,13,001,000003,202507,,売掛金,売掛金,(有)丸泉旗矢金物店,(有)丸泉旗矢金物店,札幌市白石区東札幌6条4丁目,札幌市白石区東札幌6条4丁目,,,,,3308,,,,7095,7095,,
20250722135200020,1,14,001,000003,202507,,売掛金,売掛金,(株)カワバタ札幌営業所,(株)カワバタ札幌営業所,札幌市白石区米里2条4丁目8-35,札幌市白石区米里2条4丁目8-35,,,,,3195,,,,6930,6930,,
20250722135200020,1,15,001,000003,202507,,売掛金,売掛金,(株)ノムラ,(株)ノムラ,札幌市白石区流通センター4丁目1-1,札幌市白石区流通センター4丁目1-1,,,,,3251,,,,6688,6688,,
20250722135200020,1,16,001,000003,202507,,売掛金,売掛金,(株)ライトアーム,(株)ライトアーム,札幌市東区東雁来10条2丁目5-5,札幌市東区東雁来10条2丁目5-5,,,,,3161,,,,6380,6380,,
20250722135200020,1,17,001,000003,202507,,売掛金,売掛金,(有)拓商,(有)拓商,札幌市北区拓北1条3丁目3-23,札幌市北区拓北1条3丁目3-23,,,,,3231,,,,5995,5995,,
20250722135200020,1,18,001,000003,202507,,売掛金,売掛金,(株)高建,(株)高建,札幌市清田区真栄3条2丁目15-15,札幌市清田区真栄3条2丁目15-15,,,,,3208,,,,5907,5907,,
20250722135200020,1,19,001,000003,202507,,売掛金,売掛金,(株)村本金属,(株)村本金属,札幌市東区北34条東19丁目1-43,札幌市東区北34条東19丁目1-43,,,,,3309,,,,3267,3267,,
20250722135200020,1,20,001,000003,202507,,売掛金,売掛金,サンライズ産商(株),サンライズ産商(株),江別市工栄町25-3,江別市工栄町25-3,,,,,3310,,,,1980,1980,,
20250722135200020,1,21,001,000003,202507,,売掛金,売掛金,(株)豊建商,(株)豊建商,札幌市白石区菊水2条3丁目1-16,札幌市白石区菊水2条3丁目1-16,,,,,3311,,,,1109,1109,,
20250722135200020,1,22,001,000003,202507,,売掛金,売掛金,その他現金顧客,その他現金顧客,,,,,,,3120,,,,9544515,9544515,,
20250722135200020,1,23,001,000003,202507,,,,,,売掛金計,売掛金計,,,,,,,,,145909388,145909388,,
20250722135200020,1,24,001,000003,202507,,電子記録債権,電子記録債権,渡辺パイプ(株)札幌西住設,渡辺パイプ(株)札幌西住設,札幌市西区西野6条9丁目1-1,札幌市西区西野6条9丁目1-1,,,,,3275,,,,41110672,41110672,,
20250722135200020,1,25,001,000003,202507,,電子記録債権,電子記録債権,(株)札幌山水,(株)札幌山水,札幌市西区八軒9条西5丁目2-12,札幌市西区八軒9条西5丁目2-12,,,,,3136,,,,7970806,7970806,,
