ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description,conf_registration_number,conf_calculation_name,conf_partner_name,conf_partner_location,conf_balance,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_calculation_name,coord_y_calculation_name,coord_h_calculation_name,coord_w_calculation_name,coord_x_partner_name,coord_y_partner_name,coord_h_partner_name,coord_w_partner_name,coord_x_partner_location,coord_y_partner_location,coord_h_partner_location,coord_w_partner_location,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250722182400000,1,1,001,000001,202507,,,売掛金,売掛金,(株)ヤマダイフーズプロセシング,(株)ヤマダイフーズプロセシング,小樽市銭函3丁目319-1,小樽市銭函3丁目319-1,,,,,3100,,,,58065381,58065381,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250722182400000,1,2,001,000001,202507,,,売掛金,売掛金,オシキリ食品(株),オシキリ食品(株),江別市工栄町5番地7,江別市工栄町5番地7,,,,,3101,,,,36199903,36199903,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250722182400000,1,3,001,000001,202507,,,売掛金,売掛金,コープさっぽろ,コープさっぽろ,,,,,,,3102,,,,5176363,5176363,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250722182400000,1,4,001,000001,202507,,,売掛金,売掛金,ヒナタフーズ(株),ヒナタフーズ(株),北海道夕張郡由仁町古川73-1,北海道夕張郡由仁町古川73-1,,,,,3103,,,,3905716,3905716,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250722182400000,1,5,001,000001,202507,,,売掛金,売掛金,(株)北辰フーズ,(株)北辰フーズ,江別市緑町西3丁目1番地1,江別市緑町西3丁目1番地1,,,,,3104,,,,3592957,3592957,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250722182400000,1,6,001,000001,202507,,,売掛金,売掛金,(株)菊水,(株)菊水,江別市工栄町19番地の6,江別市工栄町19番地の6,,,,,3105,,,,2973127,2973127,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250722182400000,1,7,001,000001,202507,,,売掛金,売掛金,(株)菊田食品,(株)菊田食品,江別市錦町13-5,江別市錦町13-5,,,,,3106,,,,2689068,2689068,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250722182400000,1,8,001,000001,202507,,,売掛金,売掛金,マルカワ食品(株),マルカワ食品(株),札幌市清田区平岡2条1丁目1番1号,札幌市清田区平岡2条1丁目1番1号,,,,,3107,,,,2537696,2537696,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250722182400000,1,9,001,000001,202507,,,売掛金,売掛金,三宝化成工業株式会社東京支店,三宝化成工業株式会社東京支店,,,,,,,3108,,,,2422640,2422640,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250722182400000,1,10,001,000001,202507,,,売掛金,売掛金,(株)ナカノフーズ,(株)ナカノフーズ,,,,,,,3109,,,,2085647,2085647,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
