ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135200010,1,1,001,000002,202507,,売掛金,売掛金,(有)丸二成田建設,(有)丸二成田建設,札幌市北区西茨戸7条1丁目4-11,札幌市北区西茨戸7条1丁目4-11,,,,,3248,,,,44000,44000,,
20250722135200010,1,2,001,000002,202507,,売掛金,売掛金,今井金商(株),今井金商(株),札幌市中央区南2条西2丁目13,札幌市中央区南2条西2丁目13,,,,,3249,,,,40365,40365,,
20250722135200010,1,3,001,000002,202507,,売掛金,売掛金,富士見工業(株),富士見工業(株),札幌市白石区北郷1条8丁目7-29,札幌市白石区北郷1条8丁目7-29,,,,,3250,,,,39820,39820,,
20250722135200010,1,4,001,000002,202507,,売掛金,売掛金,(株)ノムラ,(株)ノムラ,札幌市白石区流通センター4丁目1-1,札幌市白石区流通センター4丁目1-1,,,,,3251,,,,37301,37301,,
20250722135200010,1,5,001,000002,202507,,売掛金,売掛金,(株)遠藤工務店,(株)遠藤工務店,札幌市白石区中央1条2丁目1-48-603,札幌市白石区中央1条2丁目1-48-603,,,,,3252,,,,36773,36773,,
20250722135200010,1,6,001,000002,202507,,売掛金,売掛金,(株)ソレイユの家,(株)ソレイユの家,苫小牧市ときわ町2丁目22-11,苫小牧市ときわ町2丁目22-11,,,,,3253,,,,36366,36366,,
20250722135200010,1,7,001,000002,202507,,売掛金,売掛金,(株)ツキモク,(株)ツキモク,江別市工栄町25-3,江別市工栄町25-3,,,,,3254,,,,30800,30800,,
20250722135200010,1,8,001,000002,202507,,売掛金,売掛金,DCMホーマック(株),DCMホーマック(株),札幌市厚別区厚別中央3条2丁目1-1,札幌市厚別区厚別中央3条2丁目1-1,,,,,3255,,,,30586,30586,,
20250722135200010,1,9,001,000002,202507,,売掛金,売掛金,(株)丸幸木材店,(株)丸幸木材店,札幌市白石区北郷1条1丁目7-7,札幌市白石区北郷1条1丁目7-7,,,,,3256,,,,30470,30470,,
20250722135200010,1,10,001,000002,202507,,売掛金,売掛金,日本クリエート(株),日本クリエート(株),札幌市白石区菊水上町3条2丁目52,札幌市白石区菊水上町3条2丁目52,,,,,3257,,,,30030,30030,,
20250722135200010,1,11,001,000002,202507,,売掛金,売掛金,(株)松原木材店,(株)松原木材店,札幌市西区発寒6条7丁目4-3,札幌市西区発寒6条7丁目4-3,,,,,3258,,,,27720,27720,,
20250722135200010,1,12,001,000002,202507,,売掛金,売掛金,(株)藤井工務店,(株)藤井工務店,札幌市北区新琴似7条17丁目4-3,札幌市北区新琴似7条17丁目4-3,,,,,3259,,,,26132,26132,,
20250722135200010,1,13,001,000002,202507,,売掛金,売掛金,ジャパン建材(株),ジャパン建材(株),札幌市白石区中央1条2丁目1-34,札幌市白石区中央1条2丁目1-34,,,,,3260,,,,19861,19861,,
20250722135200010,1,14,001,000002,202507,,売掛金,売掛金,(株)ダイワWood工業,(株)ダイワWood工業,函館市陣川町110-257,函館市陣川町110-257,,,,,3261,,,,15400,15400,,
20250722135200010,1,15,001,000002,202507,,売掛金,売掛金,(株)札商管材公社,(株)札商管材公社,札幌市豊平区豊平1条3丁目1-14,札幌市豊平区豊平1条3丁目1-14,,,,,3262,,,,15180,15180,,
20250722135200010,1,16,001,000002,202507,,売掛金,売掛金,(株)オカモト,(株)オカモト,石狩市樽川8条1丁目198,石狩市樽川8条1丁目198,,,,,3263,,,,14355,14355,,
20250722135200010,1,17,001,000002,202507,,売掛金,売掛金,(有)車体工房札幌,(有)車体工房札幌,札幌市白石区東米里2028,札幌市白石区東米里2028,,,,,3264,,,,11000,11000,,
20250722135200010,1,18,001,000002,202507,,売掛金,売掛金,ウッドランド札幌ラストメモリー(株),ウッドランド札幌ラストメモリー(株),札幌市白石区中央3条2丁目1-12,札幌市白石区中央3条2丁目1-12,,,,,3265,,,,8800,8800,,
20250722135200010,1,19,001,000002,202507,,売掛金,売掛金,(有)三立木工,(有)三立木工,札幌市東区丘珠町503-119,札幌市東区丘珠町503-119,,,,,3266,,,,8525,8525,,
20250722135200010,1,20,001,000002,202507,,売掛金,売掛金,(株)有田電機商会,(株)有田電機商会,札幌市北区北21条西5丁目1-13,札幌市北区北21条西5丁目1-13,,,,,3267,,,,7024,7024,,
20250722135200010,1,21,001,000002,202507,,売掛金,売掛金,(株)桐井製作所,(株)桐井製作所,札幌市中央区南1条西6丁目,札幌市中央区南1条西6丁目,,,,,3268,,,,6633,6633,,
20250722135200010,1,22,001,000002,202507,,売掛金,売掛金,(株)函館新成建材,(株)函館新成建材,函館市西桔梗町587-18,函館市西桔梗町587-18,,,,,3269,,,,5720,5720,,
20250722135200010,1,23,001,000002,202507,,売掛金,売掛金,(株)ジューテック,(株)ジューテック,札幌市白石区流通センター6-2-5,札幌市白石区流通センター6-2-5,,,,,3270,,,,5445,5445,,
20250722135200010,1,24,001,000002,202507,,売掛金,売掛金,三栄住宅流通(株),三栄住宅流通(株),札幌市豊平区平岸4条9丁目15-15,札幌市豊平区平岸4条9丁目15-15,,,,,3271,,,,4840,4840,,
20250722135200010,1,25,001,000002,202507,,売掛金,売掛金,コーユー創建(株),コーユー創建(株),札幌市中央区南16条西10丁目1-1,札幌市中央区南16条西10丁目1-1,,,,,3272,,,,2750,2750,,
20250722135200010,1,26,001,000002,202507,,売掛金,売掛金,三上建設(株),三上建設(株),札幌市中央区北6条西18丁目1,札幌市中央区北6条西18丁目1,,,,,3273,,,,2569,2569,,
